,Year,Month,NDVI,datetime
0,2000.0,2.0,0.4847049382716049,2000-02-01
1,2000.0,3.0,0.5616425925925927,2000-03-01
2,2000.0,4.0,0.4769172839506173,2000-04-01
3,2000.0,5.0,0.2957691358024691,2000-05-01
4,2000.0,6.0,0.7516753086419755,2000-06-01
5,2000.0,7.0,0.741396913580247,2000-07-01
6,2000.0,8.0,0.6983925925925926,2000-08-01
7,2000.0,9.0,0.6903055555555557,2000-09-01
8,2000.0,10.0,0.7067864197530864,2000-10-01
9,2000.0,11.0,0.7524555555555555,2000-11-01
10,2000.0,12.0,0.7080858024691359,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.5822753086419753,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.4661493827160494,2001-05-01
16,2001.0,6.0,,2001-06-01
17,2001.0,7.0,0.7344098765432099,2001-07-01
18,2001.0,8.0,0.6362561728395062,2001-08-01
19,2001.0,9.0,0.7949111111111111,2001-09-01
20,2001.0,10.0,0.7505333333333333,2001-10-01
21,2001.0,11.0,0.74170987654321,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.4573419753086421,2002-03-01
26,2002.0,4.0,0.7328240740740741,2002-04-01
27,2002.0,5.0,0.709801851851852,2002-05-01
28,2002.0,6.0,0.7288876543209878,2002-06-01
29,2002.0,7.0,0.6673765432098766,2002-07-01
30,2002.0,8.0,0.7391166666666666,2002-08-01
31,2002.0,9.0,0.6053444444444445,2002-09-01
32,2002.0,10.0,0.5681024691358025,2002-10-01
33,2002.0,11.0,0.7551882716049382,2002-11-01
34,2002.0,12.0,0.710232098765432,2002-12-01
35,2003.0,1.0,0.673525925925926,2003-01-01
36,2003.0,2.0,0.6807413580246914,2003-02-01
37,2003.0,3.0,0.5763098765432099,2003-03-01
38,2003.0,4.0,0.4149135802469136,2003-04-01
39,2003.0,5.0,0.564437037037037,2003-05-01
40,2003.0,6.0,0.660387037037037,2003-06-01
41,2003.0,7.0,0.6377438271604939,2003-07-01
42,2003.0,8.0,0.6261462962962963,2003-08-01
