,oldMonth,OldTemp,Month,Temp
0,January,67.30473396121062,May,70.04445003362622
1,February,66.96996247385418,June,71.16967043953416
2,March,67.60544201010131,July,72.1936153888858
3,April,68.65540637079525,August,72.78942495204707
4,May,70.04445003362622,September,72.55163526602335
5,June,71.16967043953416,October,71.94354119414753
6,July,72.1936153888858,November,70.34856900284272
7,August,72.78942495204707,December,68.42199264949193
8,September,72.55163526602335,January,67.30473396121062
9,October,71.94354119414753,February,66.96996247385418
10,November,70.34856900284272,March,67.60544201010131
11,December,68.42199264949193,April,68.65540637079525
