,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,5.037802909682225,SEL,11,3.134139118865271,0.5327189020805992,-1.9036637908169536,-4.505084007601625,60.99969698907994,61.32481020120231,58.82360568576389
1,1,5.037802909682225,WEL,15,5.415625791888681,0.3715604580189195,0.37782288220645643,-4.666242451663305,60.99969698907994,61.426604666920944,60.57758488771808
2,1,5.037802909682225,NUT,20,6.3868434220346755,0.744869617466979,1.3490405123524507,-4.2929332922152454,60.99969698907994,60.23060465926358,58.25379231770833
3,1,5.037802909682225,WLA,19,4.126787629051167,0.7827832657799286,-0.9110152806310579,-4.255019643902296,60.99969698907994,61.58897881695955,59.60678330267716
4,1,5.037802909682225,SLA,10,5.5979467647652985,2.777634668225066,0.5601438550830737,-2.260168241457159,60.99969698907994,59.76387667066916,58.79028766427884
5,2,4.498899069840121,SEL,10,2.23182792289039,0.7016778847468285,-2.267071146949731,-3.7972211850932927,60.38984299972457,60.071347512626424,59.08869900173611
6,2,4.498899069840121,WEL,9,4.1475504791983955,1.3126044960797,-0.3513485906417255,-3.1862945737604207,60.38984299972457,59.84128885877005,59.29475911458333
7,2,4.498899069840121,NUT,29,5.125250897143941,0.6668171808927531,0.6263518273038198,-3.832081888947368,60.38984299972457,60.47752432514876,57.64076334635416
8,2,4.498899069840121,WLA,19,5.572941698659654,1.247940456553174,1.0740426288195328,-3.2509586132869472,60.38984299972457,60.48341229252943,58.93935755978031
9,2,4.498899069840121,SLA,8,2.906628550576482,0.1609414657721821,-1.5922705192636388,-4.337957604067939,60.38984299972457,60.6804904246724,58.69361332159443
10,3,5.809091601948557,SEL,8,3.5056689330900426,0.8722179550418612,-2.3034226688585147,-4.936873646906696,60.951871338110635,60.74166501742063,59.84578450520833
11,3,5.809091601948557,WEL,5,5.957879369896472,3.5975017011762422,0.1487877679479146,-2.211589900772315,60.951871338110635,60.66370445191646,59.81492524743842
12,3,5.809091601948557,NUT,39,6.499190264766779,0.5779395034388063,0.6900986628182215,-5.231152098509751,60.951871338110635,61.07945680302115,58.92520887586805
13,3,5.809091601948557,WLA,20,5.613231962642852,1.358768125311376,-0.19585963930570482,-4.450323476637181,60.951871338110635,60.871602145776635,58.665891356855454
14,3,5.809091601948557,SLA,3,4.038020751059185,1.2030306378803344,-1.7710708508893722,-4.606060964068223,60.951871338110635,61.29093629931428,61.29093629931428
15,4,5.254783165057384,SEL,2,4.5037917148919755,3.8264176531969967,-0.7509914501654089,-1.4283655118603877,61.95599060059907,60.30283203125,60.30283203125
16,4,5.254783165057384,WEL,12,5.133159067984521,2.093579312785555,-0.12162409707286326,-3.1612038522718295,61.95599060059907,62.17090408319432,58.35744086371528
17,4,5.254783165057384,NUT,43,5.062915418127026,0.9612455652651708,-0.19186774693035868,-4.293537599792214,61.95599060059907,61.87168455308884,59.59959852430556
18,4,5.254783165057384,WLA,16,5.302587297598475,1.7522244635598938,0.04780413254109028,-3.502558701497491,61.95599060059907,62.02383941475555,60.86993543836805
19,4,5.254783165057384,SLA,2,10.478242696333966,5.5964692238990965,5.223459531276582,0.3416860588417121,61.95599060059907,63.68300238715278,63.68300238715278
20,5,3.9280298531115325,SEL,2,2.8936821570535023,1.2001008079827695,-1.0343476960580302,-2.727929045128763,63.55073819200829,63.3173828125,63.3173828125
21,5,3.9280298531115325,WEL,13,4.082967139739127,1.0068323063620954,0.15493728662759443,-2.921197546749437,63.55073819200829,62.196673630229114,59.90138888888889
22,5,3.9280298531115325,NUT,44,4.29453082863266,1.0054974478559104,0.3665009755211277,-2.9225324052556223,63.55073819200829,63.85466729972569,61.63181132254013
23,5,3.9280298531115325,WLA,14,2.821849951251211,0.6438887996530817,-1.1061799018603216,-3.284141053458451,63.55073819200829,63.40095696929207,62.11634071745862
24,5,3.9280298531115325,SLA,2,3.635523037647638,3.3169671065422377,-0.29250681546389456,-0.6110627465692948,63.55073819200829,64.31295301649305,64.31295301649305
25,6,4.681215580135275,SEL,3,8.76344011505217,5.535964498578303,4.082224534916895,0.8547489184430281,64.7569851118774,64.37098746882606,63.25409613715278
26,6,4.681215580135275,WEL,14,4.723981840798004,1.84687351431874,0.04276626066272904,-2.834342065816535,64.7569851118774,65.95487043765053,62.587988281250006
27,6,4.681215580135275,NUT,43,5.073790155367407,1.094002518348401,0.3925745752321319,-3.5872130617868736,64.7569851118774,64.70634227805127,62.06227756076389
28,6,4.681215580135275,WLA,13,2.8630829650421132,1.0559748926512225,-1.8181326150931616,-3.6252406874840526,64.7569851118774,64.19616151084477,63.246770985109805
29,6,4.681215580135275,SLA,2,1.8323108713515845,1.0407107043477204,-2.8489047087836905,-3.6405048757875544,64.7569851118774,,
30,7,4.155980515174171,SEL,6,4.6724627380380985,2.353320540336104,0.5164822228639272,-1.8026599748380674,66.01938874742558,66.89679504147855,65.52437608506945
31,7,4.155980515174171,WEL,10,4.3323763742314325,1.430137666168465,0.17639585905726118,-2.7258428490057063,66.01938874742558,66.14405781858869,64.49014214409723
32,7,4.155980515174171,NUT,43,4.474340233667649,1.734209510296673,0.3183597184934781,-2.421771004877498,66.01938874742558,66.06319060746058,64.11344569155578
33,7,4.155980515174171,WLA,13,3.0788738505376467,1.3850267109352217,-1.0771066646365246,-2.7709538042389497,66.01938874742558,65.48320044850409,63.63272026909722
34,7,4.155980515174171,SLA,2,1.8810139238237582,1.0327003666642365,-2.274966591350413,-3.123280148509935,66.01938874742558,,
35,8,3.966510100576144,SEL,8,4.129466964144673,1.1066853947944009,0.16295686356852945,-2.859824705781743,66.47385619536237,67.0093205212142,64.74629720052084
36,8,3.966510100576144,WEL,12,4.91747582500719,1.8938128542851416,0.9509657244310463,-2.0726972462910025,66.47385619536237,66.61792403621692,65.18177897135416
37,8,3.966510100576144,NUT,34,3.846681844055278,0.9014476065247704,-0.11982825652086593,-3.0650624940513733,66.47385619536237,66.64799202085864,64.666796875
38,8,3.966510100576144,WLA,15,3.8567428996776885,0.9934540551408938,-0.10976720089845537,-2.97305604543525,66.47385619536237,66.32867459224802,64.97693413628473
39,8,3.966510100576144,SLA,5,2.567595127269248,0.857361617097125,-1.398914973306896,-3.109148483479019,66.47385619536237,65.1083114727062,64.26126030815972
40,9,2.63128336198552,SEL,9,2.6907368706913664,1.001690686287912,0.059453508705846314,-1.629592675697608,65.99975997293265,66.66834786857648,64.77915852864584
41,9,2.63128336198552,WEL,9,2.0231150578547594,0.3627069487543441,-0.6081683041307606,-2.268576413231176,65.99975997293265,66.0320792788269,65.36930792626447
42,9,2.63128336198552,NUT,36,2.941013597944294,0.7270860009143824,0.3097302359587739,-1.9041973610711378,65.99975997293265,66.19753771447144,63.955643592887256
43,9,2.63128336198552,WLA,15,2.20452862861905,0.9682995253034776,-0.4267547333664701,-1.6629838366820424,65.99975997293265,65.91016566854526,64.67512066032269
44,9,2.63128336198552,SLA,5,2.6691764949465955,1.1225095615218237,0.03789313296107544,-1.5087738004636964,65.99975997293265,64.47218319292251,63.54659830729167
45,10,3.012421381598852,SEL,11,3.1231904397934116,1.7675406269745797,0.11076905819455973,-1.2448807546242722,65.54216853067341,65.87597907235465,63.368717447916666
46,10,3.012421381598852,WEL,11,3.007775012762274,0.7421797867985687,-0.004646368836577874,-2.270241594800283,65.54216853067341,65.74804066828308,63.61552734375
47,10,3.012421381598852,NUT,30,3.1654508347250325,0.5650067192664285,0.15302945312618066,-2.4474146623324233,65.54216853067341,65.52846589845566,64.2532864517361
48,10,3.012421381598852,WLA,13,3.05869721095894,1.0183896487222952,0.04627582936008823,-1.9940317328765567,65.54216853067341,65.780358069842,63.97606794350389
49,10,3.012421381598852,SLA,9,2.305774830665035,0.6635851714960326,-0.7066465509338169,-2.348836210102819,65.54216853067341,64.72749449468337,63.61134982638889
50,11,4.666171526760982,SEL,15,5.019258875102273,0.4544815266689754,0.3530873483412913,-4.211690000092006,63.93219200308344,63.75938006047212,61.758816189236114
51,11,4.666171526760982,WEL,12,4.000822650509796,0.9346596432390396,-0.6653488762511861,-3.731511883521942,63.93219200308344,65.23052107257257,64.49363100121323
52,11,4.666171526760982,NUT,22,5.342802544317402,0.8966539111674626,0.6766310175564199,-3.7695176155935193,63.93219200308344,63.592748110876954,61.40949164496528
53,11,4.666171526760982,WLA,15,4.026660186311708,0.6641842499179791,-0.6395113404492738,-4.0019872768430025,63.93219200308344,64.18695780339952,63.67226114243987
54,11,4.666171526760982,SLA,10,4.405637927800258,2.7016003018068924,-0.26053359896072337,-1.9645712249540894,63.93219200308344,63.26380411616336,62.17214626736112
55,12,5.924884019139762,SEL,14,5.179030864143285,1.8052566393339289,-0.7458531549964773,-4.119627379805833,61.92352063157215,61.62083436760851,58.76869574652778
56,12,5.924884019139762,WEL,12,5.639289892298077,1.920737385854112,-0.2855941268416853,-4.00414663328565,61.92352063157215,63.020137446865434,62.017434854622586
57,12,5.924884019139762,NUT,22,5.960985339109186,2.286364967996622,0.036101319969423784,-3.6385190511431404,61.92352063157215,61.61598570890532,59.28780653211805
58,12,5.924884019139762,WLA,16,6.908268406125307,0.719003337134399,0.983384386985545,-5.205880682005363,61.92352063157215,62.062405237661125,61.03126085069445
59,12,5.924884019139762,SLA,10,5.658953465235248,0.8596517259344318,-0.26593055390451426,-5.06523229320533,61.92352063157215,61.77258878698617,60.20244494692125
