Year,Month,tmean_f,datetime,Temp
1990.0,1.0,60.67476671006945,1990-01-01,
1990.0,2.0,58.143093532986114,1990-02-01,
1990.0,3.0,59.59333224826389,1990-03-01,
1990.0,4.0,61.859705946180554,1990-04-01,
1990.0,5.0,62.355984157986114,1990-05-01,
1990.0,6.0,63.97044542100694,1990-06-01,
1990.0,7.0,65.05964084201389,1990-07-01,
1990.0,8.0,66.28516167534721,1990-08-01,
1990.0,9.0,66.26229654947917,1990-09-01,
1990.0,10.0,64.71763509114584,1990-10-01,
1990.0,11.0,64.10318467881945,1990-11-01,
1990.0,12.0,60.12659505208333,1990-12-01,
1991.0,1.0,59.07885470920139,1991-01-01,
1991.0,2.0,60.801426866319446,1991-02-01,
1991.0,3.0,59.18888888888889,1991-03-01,
1991.0,4.0,60.658962673611114,1991-04-01,
1991.0,5.0,61.988818359375,1991-05-01,
1991.0,6.0,62.47333441840278,1991-06-01,
1991.0,7.0,64.53498263888889,1991-07-01,
1991.0,8.0,65.99992947048611,1991-08-01,
1991.0,9.0,65.32236870659722,1991-09-01,
1991.0,10.0,63.78602159288195,1991-10-01,
1991.0,11.0,63.91585286458333,1991-11-01,
1991.0,12.0,60.89777560763889,1991-12-01,
1992.0,1.0,58.57777777777778,1992-01-01,
1992.0,2.0,59.09548068576389,1992-02-01,
1992.0,3.0,59.78150499131944,1992-03-01,
1992.0,4.0,60.733555772569446,1992-04-01,
1992.0,5.0,63.32293836805556,1992-05-01,
1992.0,6.0,64.20918511284722,1992-06-01,
1992.0,7.0,64.39849175347223,1992-07-01,
1992.0,8.0,65.15756293402778,1992-08-01,
1992.0,9.0,66.071630859375,1992-09-01,
1992.0,10.0,65.33613009982639,1992-10-01,
1992.0,11.0,63.688075086805554,1992-11-01,
1992.0,12.0,61.61398111979167,1992-12-01,
1993.0,1.0,58.87025282118056,1993-01-01,
1993.0,2.0,58.08618977864583,1993-02-01,
1993.0,3.0,59.17398003472222,1993-03-01,
1993.0,4.0,61.019406467013894,1993-04-01,
1993.0,5.0,60.95871039496528,1993-05-01,
1993.0,6.0,63.379185655381946,1993-06-01,
1993.0,7.0,63.948887803819446,1993-07-01,
1993.0,8.0,65.45533854166666,1993-08-01,
1993.0,9.0,65.39274088541666,1993-09-01,
1993.0,10.0,64.46774088541667,1993-10-01,
1993.0,11.0,61.65474175347222,1993-11-01,
1993.0,12.0,60.00272352430555,1993-12-01,
1994.0,1.0,58.401217990451386,1994-01-01,
1994.0,2.0,60.50968424479167,1994-02-01,
1994.0,3.0,59.29390733506945,1994-03-01,
1994.0,4.0,60.20748155381945,1994-04-01,
1994.0,5.0,61.84530707465278,1994-05-01,
1994.0,6.0,62.61777886284722,1994-06-01,
1994.0,7.0,65.65168457031251,1994-07-01,
1994.0,8.0,65.60107421875,1994-08-01,
1994.0,9.0,65.50577799479166,1994-09-01,
1994.0,10.0,64.11096733940971,1994-10-01,
1994.0,11.0,61.78125813802083,1994-11-01,
1994.0,12.0,59.70207790798611,1994-12-01,
1995.0,1.0,61.017705620659726,1995-01-01,
1995.0,2.0,59.90111219618056,1995-02-01,
1995.0,3.0,61.77440863715278,1995-03-01,
1995.0,4.0,61.14970431857639,1995-04-01,
1995.0,5.0,62.52845865885417,1995-05-01,
1995.0,6.0,63.60140787760417,1995-06-01,
1995.0,7.0,65.06931966145834,1995-07-01,
1995.0,8.0,64.7192843967014,1995-08-01,
1995.0,9.0,65.028369140625,1995-09-01,
1995.0,10.0,64.52451714409722,1995-10-01,
1995.0,11.0,64.2935546875,1995-11-01,
1995.0,12.0,63.338351779513886,1995-12-01,
1996.0,1.0,61.47089572482639,1996-01-01,
1996.0,2.0,59.10521104600694,1996-02-01,
1996.0,3.0,59.837277560763894,1996-03-01,
1996.0,4.0,62.810221354166664,1996-04-01,
1996.0,5.0,64.2516845703125,1996-05-01,
1996.0,6.0,64.64577907986111,1996-06-01,
1996.0,7.0,64.70642903645833,1996-07-01,
1996.0,8.0,65.18581814236111,1996-08-01,
1996.0,9.0,64.76752115885417,1996-09-01,
1996.0,10.0,65.41928168402778,1996-10-01,
1996.0,11.0,64.14251844618056,1996-11-01,
1996.0,12.0,61.02265082465278,1996-12-01,
1997.0,1.0,61.356846788194446,1997-01-01,
1997.0,2.0,59.98881022135417,1997-02-01,
1997.0,3.0,60.83792317708333,1997-03-01,
1997.0,4.0,61.28733181423611,1997-04-01,
1997.0,5.0,62.13892144097222,1997-05-01,
1997.0,6.0,63.591406250000006,1997-06-01,
1997.0,7.0,64.97619900173612,1997-07-01,
1997.0,8.0,65.172900390625,1997-08-01,
1997.0,9.0,64.82414822048611,1997-09-01,
1997.0,10.0,63.685302734375,1997-10-01,
1997.0,11.0,62.45570475260416,1997-11-01,
1997.0,12.0,59.04975043402778,1997-12-01,
1998.0,1.0,60.35928276909722,1998-01-01,
1998.0,2.0,60.377935112847226,1998-02-01,
1998.0,3.0,60.31204155815972,1998-03-01,
1998.0,4.0,58.93578016493056,1998-04-01,
1998.0,5.0,59.93555501302083,1998-05-01,
1998.0,6.0,62.16777886284722,1998-06-01,
1998.0,7.0,63.58494466145834,1998-07-01,
1998.0,8.0,64.43082411024305,1998-08-01,
1998.0,9.0,63.65696072048611,1998-09-01,
1998.0,10.0,63.643798828125,1998-10-01,
1998.0,11.0,61.89303656684028,1998-11-01,
1998.0,12.0,60.12516276041667,1998-12-01,
1999.0,1.0,59.88587782118056,1999-01-01,
1999.0,2.0,58.50897081163194,1999-02-01,
1999.0,3.0,58.72451714409722,1999-03-01,
1999.0,4.0,60.05496419270833,1999-04-01,
1999.0,5.0,62.93870985243055,1999-05-01,
1999.0,6.0,63.611111111111114,1999-06-01,
1999.0,7.0,65.00523274739584,1999-07-01,
1999.0,8.0,65.99942762586807,1999-08-01,
1999.0,9.0,64.858740234375,1999-09-01,
1999.0,10.0,64.38487413194444,1999-10-01,
1999.0,11.0,62.78333333333333,1999-11-01,
1999.0,12.0,61.34408637152778,1999-12-01,
2000.0,1.0,59.58931749131945,2000-01-01,
2000.0,2.0,61.799159071180554,2000-02-01,
2000.0,3.0,61.16788465711805,2000-03-01,
2000.0,4.0,61.2586669921875,2000-04-01,
2000.0,5.0,63.91025119357639,2000-05-01,
2000.0,6.0,64.5040744357639,2000-06-01,
2000.0,7.0,66.11462131076388,2000-07-01,
2000.0,8.0,66.74078776041668,2000-08-01,
2000.0,9.0,66.11340603298612,2000-09-01,
2000.0,10.0,65.82422960069445,2000-10-01,
2000.0,11.0,63.78614908854166,2000-11-01,
2000.0,12.0,62.06050347222222,2000-12-01,
2001.0,1.0,62.32422960069445,2001-01-01,
2001.0,2.0,60.259282769097226,2001-02-01,
2001.0,3.0,60.465519205729166,2001-03-01,
2001.0,4.0,61.641259765624994,2001-04-01,
2001.0,5.0,62.63548448350694,2001-05-01,
2001.0,6.0,64.82377929687499,2001-06-01,
2001.0,7.0,66.2022243923611,2001-07-01,
2001.0,8.0,67.67720269097222,2001-08-01,
2001.0,9.0,66.85303819444445,2001-09-01,
2001.0,10.0,65.31598849826389,2001-10-01,
2001.0,11.0,65.5324462890625,2001-11-01,
2001.0,12.0,62.24666612413195,2001-12-01,
2002.0,1.0,61.64537760416667,2002-01-01,
2002.0,2.0,59.93571506076389,2002-02-01,
2002.0,3.0,61.418207465277774,2002-03-01,
2002.0,4.0,63.586962890625,2002-04-01,
2002.0,5.0,64.56437174479166,2002-05-01,
2002.0,6.0,65.68785264756944,2002-06-01,
2002.0,7.0,66.98272298177083,2002-07-01,
2002.0,8.0,67.14308268229166,2002-08-01,
2002.0,9.0,65.51126030815973,2002-09-01,
2002.0,10.0,65.86910264756943,2002-10-01,
2002.0,11.0,64.29303927951389,2002-11-01,
2002.0,12.0,62.25698784722222,2002-12-01,
2003.0,1.0,60.71168348524306,2003-01-01,
2003.0,2.0,60.49960394965278,2003-02-01,
2003.0,3.0,62.598779296874994,2003-03-01,
2003.0,4.0,62.392740885416664,2003-04-01,
2003.0,5.0,65.04143337673611,2003-05-01,
2003.0,6.0,65.06985134548611,2003-06-01,
2003.0,7.0,67.05039333767361,2003-07-01,
2003.0,8.0,67.69025065104167,2003-08-01,
2003.0,9.0,66.5957790798611,2003-09-01,
2003.0,10.0,66.35361870659722,2003-10-01,
2003.0,11.0,63.80022243923611,2003-11-01,
2003.0,12.0,62.75261501736112,2003-12-01,
2004.0,1.0,61.73182779947916,2004-01-01,
2004.0,2.0,63.01295030381944,2004-02-01,
2004.0,3.0,62.08092990451389,2004-03-01,
2004.0,4.0,62.44014756944445,2004-04-01,
2004.0,5.0,65.46795789930556,2004-05-01,
2004.0,6.0,65.83066948784722,2004-06-01,
2004.0,7.0,66.22745496961807,2004-07-01,
2004.0,8.0,67.61376410590277,2004-08-01,
2004.0,9.0,66.9847412109375,2004-09-01,
