oldMonth,oldNDVI,Month,NDVI
January,0.601621624040015,November,0.512867606834129
February,0.48133677258903595,December,0.574102139885043
March,0.4279700225076557,January,0.601621624040015
April,0.339078454436966,February,0.48133677258903595
May,0.3414706606470961,March,0.4279700225076557
June,0.3406128869776712,April,0.339078454436966
July,0.38015429631710507,May,0.3414706606470961
August,0.3471606866813,June,0.3406128869776712
September,0.36932515147065165,July,0.38015429631710507
October,0.44420319835231736,August,0.3471606866813
November,0.512867606834129,September,0.36932515147065165
December,0.574102139885043,October,0.44420319835231736
