,Month,tmean_f
421,February,72.67698296440972
422,March,73.85476345486111
423,April,75.02369791666666
424,May,75.18444281684027
425,June,75.97155490451388
426,July,76.9290310329861
427,August,77.33684624565973
428,September,77.59792751736111
429,October,76.93691948784722
430,November,75.43785264756946
431,December,74.01214735243056
432,January,72.87921006944444
