,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,10.026188090127153,SEL,11,5.321281868186666,0.9005092065721603,-4.704906221940488,-9.125678883554993,71.23784594162301,71.17636222139652,69.82161729600695
1,1,10.026188090127153,WEL,15,7.487234841494423,1.5788898410539396,-2.5389532486327298,-8.447298249073214,71.23784594162301,71.48513905023981,69.08857421875
2,1,10.026188090127153,NUT,20,12.089173935587697,2.3052708553574903,2.0629858454605436,-7.720917234769663,71.23784594162301,70.85289129668756,68.74390462239583
3,1,10.026188090127153,WLA,19,10.998868266623722,3.981623641717095,0.9726801764965689,-6.044564448410059,71.23784594162301,71.71052829750302,69.56240757293908
4,1,10.026188090127153,SLA,10,13.035950780946218,3.024804801418052,3.0097626908190644,-7.001383288709102,71.23784594162301,70.35197046302757,69.68188492772805
5,2,10.09337920465201,SEL,10,6.931426815056321,1.151561275380942,-3.1619523895956885,-8.941817929271068,71.06216099297558,70.9985233689902,69.81547037760417
6,2,10.09337920465201,WEL,9,9.054412675336758,1.233345774133919,-1.0389665293152515,-8.86003343051809,71.06216099297558,70.57621783495519,69.85229220920138
7,2,10.09337920465201,NUT,29,10.099746670803857,1.5445262233659598,0.006367466151846912,-8.54885298128605,71.06216099297558,71.182990651737,68.522314453125
8,2,10.09337920465201,WLA,19,12.027204678792264,1.8655294939532296,1.9338254741402547,-8.22784971069878,71.06216099297558,71.29604253214666,69.23875747215416
9,2,10.09337920465201,SLA,8,10.598739471242718,1.0511699241533612,0.5053602665907082,-9.042209280498648,71.06216099297558,70.52876515257044,69.24760444001944
10,3,11.7377726786792,SEL,8,4.80767701821018,2.3178540535080683,-6.93009566046902,-9.419918625171132,71.74507216786189,72.07312721826554,70.87718641493055
11,3,11.7377726786792,WEL,5,12.324079200386409,4.012419725746088,0.5863065217072094,-7.725352952933112,71.74507216786189,71.61521943149124,71.42092448879514
12,3,11.7377726786792,NUT,39,12.448380596715998,2.720386100554705,0.7106079180367981,-9.017386578124494,71.74507216786189,71.81256468219304,70.22392849392361
13,3,11.7377726786792,WLA,20,13.109706264201785,4.705582592106543,1.3719335855225854,-7.0321900865726565,71.74507216786189,71.5835037876627,69.08898007556206
14,3,11.7377726786792,SLA,3,10.856723399122274,6.561734375759454,-0.881049279556926,-5.176038302919745,71.74507216786189,71.29072123372188,71.29072123372188
15,4,9.058384441401568,SEL,2,8.169993833236123,4.722039953339166,-0.8883906081654445,-4.336344488062402,72.81568529401575,71.81027018229167,71.81027018229167
16,4,9.058384441401568,WEL,12,7.667203932678988,3.875244828879897,-1.39118050872258,-5.183139612521671,72.81568529401575,73.55640049205614,71.82076822916667
17,4,9.058384441401568,NUT,43,8.648859905266454,2.926714950832969,-0.4095245361351143,-6.1316694905686,72.81568529401575,72.64687114269576,70.42801049835262
18,4,9.058384441401568,WLA,16,10.761298973845175,2.294015751828765,1.7029145324436072,-6.7643686895728035,72.81568529401575,72.59834071824746,71.32654379709084
19,4,9.058384441401568,SLA,2,13.475319369258532,8.042630603249247,4.416934927856964,-1.015753838152321,72.81568529401575,74.22597384982639,74.22597384982639
20,5,7.658698956485329,SEL,2,6.2238394313666525,3.758457940695781,-1.4348595251186769,-3.900241015789548,74.12746723259626,74.01738823784723,74.01738823784723
21,5,7.658698956485329,WEL,13,7.35410321577224,4.019695291994752,-0.30459574071308904,-3.639003664490577,74.12746723259626,73.47950259531028,71.5877685546875
22,5,7.658698956485329,NUT,44,7.892829249578296,2.772457567424298,0.2341302930929663,-4.8862413890610314,74.12746723259626,74.42348897108836,72.1144017661725
23,5,7.658698956485329,WLA,14,7.471961054916963,3.3264137609968896,-0.18673790156836656,-4.33228519548844,74.12746723259626,73.2636537701973,72.452853038706
24,5,7.658698956485329,SLA,2,7.229729659172378,5.792425835550938,-0.4289692973129515,-1.866273120934391,74.12746723259626,74.9879367404514,74.9879367404514
25,6,6.278726056957001,SEL,3,11.350731246303994,7.946130146817586,5.072005189346993,1.667404089860585,75.19931172649072,76.11454917766062,75.53671061197917
26,6,6.278726056957001,WEL,14,6.918337342706295,4.013419831310149,0.6396112857492939,-2.265306225646852,75.19931172649072,76.56635376889841,73.70883246527778
27,6,6.278726056957001,NUT,43,6.30828989677753,2.939748362617867,0.029563839820529125,-3.3389776943391336,75.19931172649072,75.12475194583946,72.71137152777777
28,6,6.278726056957001,WLA,13,4.572290493456782,2.1709261100934434,-1.7064355635002189,-4.107799946863557,75.19931172649072,74.09747005922267,73.45892210971107
29,6,6.278726056957001,SLA,2,4.649647879301545,4.179719776781375,-1.6290781776554555,-2.099006280175626,75.19931172649072,,
30,7,7.825643434472313,SEL,6,9.393493646410517,5.399091009891125,1.5678502119382047,-2.426552424581188,76.07048368046038,77.26643182927224,75.53236762152778
31,7,7.825643434472313,WEL,10,8.206280197776929,3.773325670445709,0.38063676330461593,-4.052317764026604,76.07048368046038,75.64465924554352,74.61786295572917
32,7,7.825643434472313,NUT,44,8.031762648493908,4.053576419267037,0.20611921402159528,-3.772067015205276,76.07048368046038,76.33127563282041,74.28134322372603
33,7,7.825643434472313,WLA,13,6.721834312999371,3.883685919197167,-1.103809121472942,-3.9419575152751456,76.07048368046038,74.95601477008753,73.82937282986111
34,7,7.825643434472313,SLA,2,3.8590455632336322,3.74148438829044,-3.9665978712386805,-4.084159046181872,76.07048368046038,,
35,8,8.787895282982566,SEL,8,8.793690836185082,2.8535907159825507,0.005795553202515791,-5.934304567000016,76.7586727278123,77.77388973826662,75.81700303819444
36,8,8.787895282982566,WEL,12,10.12157112992531,4.353071724324391,1.3336758469427448,-4.4348235586581755,76.7586727278123,76.59025358117944,76.10582682291667
37,8,8.787895282982566,NUT,35,8.553036373111782,3.631468504316735,-0.23485890987078406,-5.156426778665831,76.7586727278123,76.89146956246813,75.05582577125065
38,8,8.787895282982566,WLA,15,9.1240726912355,3.1916458576358515,0.33617740825293474,-5.5962494253467145,76.7586727278123,76.81540887324945,75.4831414934105
39,8,8.787895282982566,SLA,5,6.213280509532662,3.93881869638257,-2.5746147734499036,-4.849076586599995,76.7586727278123,75.13925455934277,74.76041130689447
40,9,7.771531508593979,SEL,9,8.688941717330668,4.255337630322252,0.9174102087366887,-3.516193878271727,76.67271867326096,77.83834388651718,76.28531629774307
41,9,7.771531508593979,WEL,9,6.999957897786648,3.290029521863153,-0.771573610807331,-4.481501986730827,76.67271867326096,76.25790730823724,75.72732316072695
42,9,7.771531508593979,NUT,36,7.88489491539644,3.595450938912584,0.11336340680246071,-4.176080569681394,76.67271867326096,76.90857717454257,74.52067774278058
43,9,7.771531508593979,WLA,15,7.7186792125883,3.973845649393652,-0.0528522960056792,-3.797685859200327,76.67271867326096,76.49032256805364,74.33990262970451
44,9,7.771531508593979,SLA,5,6.851365991360455,3.5815375101766795,-0.9201655172335235,-4.189993998417299,76.67271867326096,75.28865288708728,75.00704210069443
45,10,8.851431183787955,SEL,11,9.06753360289106,2.177120878824609,0.21610241910310535,-6.674310304963346,75.97336314636613,76.59725759688826,75.30780707465277
46,10,8.851431183787955,WEL,11,8.850965655709546,3.1749231622739864,-0.00046552807840960497,-5.676508021513969,75.97336314636613,76.19890139165092,75.08120659722222
47,10,8.851431183787955,NUT,30,9.154619619080819,3.441509440768689,0.30318843529286355,-5.409921743019266,75.97336314636613,75.86355351918115,74.38203792449816
48,10,8.851431183787955,WLA,13,8.755672644326578,4.140095755717168,-0.09575853946137691,-4.711335428070788,75.97336314636613,76.23048893052571,74.90548709922382
49,10,8.851431183787955,SLA,9,7.7155647563368825,4.552182916697045,-1.1358664274510728,-4.299248267090911,75.97336314636613,75.1071686990271,73.58926752582823
50,11,12.59544468432405,SEL,15,13.447453684717361,2.7500116766003213,0.852009000393311,-9.845433007723729,74.40499700192922,74.48180213321857,73.01052517361111
51,11,12.59544468432405,WEL,12,9.396818431776252,5.1941073419425,-3.1986262525477986,-7.4013373423815505,74.40499700192922,75.6564217951078,74.77845744700156
52,11,12.59544468432405,NUT,22,12.49222338850143,2.310730852653835,-0.10322129582262107,-10.284713831670215,74.40499700192922,73.87913137168613,72.25694444444444
53,11,12.59544468432405,WLA,15,13.00111065354027,2.5029611573618404,0.4056659692162192,-10.09248352696221,74.40499700192922,74.52021204776665,73.19102743030801
54,11,12.59544468432405,SLA,10,14.774370583776854,7.494043984519297,2.1789258994528033,-5.101400699804754,74.40499700192922,73.92691791299717,72.68482034936424
55,12,12.364687414728234,SEL,14,9.13949275288614,1.880702310485929,-3.225194661842094,-10.483985104242304,72.46058734713243,72.16013872383942,70.61941189236111
56,12,12.364687414728234,WEL,12,12.285807639749601,5.197223949979343,-0.07887977497863297,-7.167463464748891,72.46058734713243,73.6550822908091,72.44796813247038
57,12,12.364687414728234,NUT,22,11.825176613110683,3.330772075799554,-0.5395108016175509,-9.03391533892868,72.46058734713243,72.42532169073667,70.28049858940972
58,12,12.364687414728234,WLA,16,15.863895240116944,1.0270639150520682,3.4992078253887104,-11.337623499676166,72.46058734713243,72.25376647086395,71.27932589450424
59,12,12.364687414728234,SLA,10,12.56280691421819,5.755044101475163,0.19811949948995533,-6.609643313253071,72.46058734713243,72.41441181697635,71.34623773789139
