,Year,Month,NDVI,datetime
0,2000.0,2.0,0.8132148148148151,2000-02-01
1,2000.0,3.0,0.7026283950617284,2000-03-01
2,2000.0,4.0,0.7445641975308642,2000-04-01
3,2000.0,5.0,0.7600925925925925,2000-05-01
4,2000.0,6.0,0.7867586419753086,2000-06-01
5,2000.0,7.0,0.6623833333333334,2000-07-01
6,2000.0,8.0,0.616558024691358,2000-08-01
7,2000.0,9.0,0.8331592592592593,2000-09-01
8,2000.0,10.0,0.793788888888889,2000-10-01
9,2000.0,11.0,0.8053604938271605,2000-11-01
10,2000.0,12.0,0.8146154320987656,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.8061888888888888,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.6701407407407408,2001-05-01
16,2001.0,6.0,,2001-06-01
17,2001.0,7.0,0.7179283950617285,2001-07-01
18,2001.0,8.0,0.7852043209876545,2001-08-01
19,2001.0,9.0,0.7478543209876544,2001-09-01
20,2001.0,10.0,0.7897728395061728,2001-10-01
21,2001.0,11.0,0.7743308641975309,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.8171938271604938,2002-03-01
26,2002.0,4.0,0.6105419753086421,2002-04-01
27,2002.0,5.0,0.7612401234567902,2002-05-01
28,2002.0,6.0,0.7492351851851853,2002-06-01
29,2002.0,7.0,0.7951635802469137,2002-07-01
30,2002.0,8.0,0.6845956790123457,2002-08-01
31,2002.0,9.0,0.8567469135802469,2002-09-01
32,2002.0,10.0,0.7210358024691358,2002-10-01
33,2002.0,11.0,0.8499666666666665,2002-11-01
34,2002.0,12.0,0.8244882716049383,2002-12-01
35,2003.0,1.0,0.8118333333333333,2003-01-01
36,2003.0,2.0,0.7497604938271605,2003-02-01
37,2003.0,3.0,0.7706388888888889,2003-03-01
38,2003.0,4.0,0.7336987654320989,2003-04-01
39,2003.0,5.0,0.7832765432098765,2003-05-01
40,2003.0,6.0,0.7528870370370371,2003-06-01
41,2003.0,7.0,0.780522839506173,2003-07-01
42,2003.0,8.0,0.7886111111111113,2003-08-01
43,2003.0,9.0,0.8408814814814816,2003-09-01
44,2003.0,10.0,0.7538456790123457,2003-10-01
45,2003.0,11.0,0.7785351851851853,2003-11-01
46,2003.0,12.0,0.6755796296296297,2003-12-01
47,2004.0,1.0,0.8279469135802471,2004-01-01
48,2004.0,2.0,0.816008024691358,2004-02-01
49,2004.0,3.0,0.7855512345679013,2004-03-01
50,2004.0,4.0,0.786469135802469,2004-04-01
51,2004.0,5.0,0.7564141975308641,2004-05-01
52,2004.0,6.0,0.7981820987654321,2004-06-01
53,2004.0,7.0,0.7786950617283951,2004-07-01
54,2004.0,8.0,0.8214925925925927,2004-08-01
55,2004.0,9.0,0.7725320987654322,2004-09-01
56,2004.0,10.0,0.8063444444444445,2004-10-01
57,2004.0,11.0,0.8153567901234569,2004-11-01
58,2004.0,12.0,0.6899660493827161,2004-12-01
59,2005.0,1.0,0.8147919753086421,2005-01-01
60,2005.0,2.0,0.7884037037037036,2005-02-01
61,2005.0,3.0,0.7409487654320989,2005-03-01
62,2005.0,4.0,0.7126271604938272,2005-04-01
63,2005.0,5.0,0.7300962962962962,2005-05-01
64,2005.0,6.0,0.7035993827160494,2005-06-01
65,2005.0,7.0,0.8059561728395062,2005-07-01
66,2005.0,8.0,0.7098481481481481,2005-08-01
67,2005.0,9.0,0.8207370370370372,2005-09-01
68,2005.0,10.0,0.8145876543209877,2005-10-01
