,Month,tmean_f
421,February,72.18095160590278
422,March,73.3215793185764
423,April,74.48599717881945
424,May,74.66837293836805
425,June,75.489111328125
426,July,76.45691731770833
427,August,76.88809950086807
428,September,77.09407552083334
429,October,76.42143012152778
430,November,74.93237033420138
431,December,73.50540364583333
432,January,72.38831651475695
