Year,Month,Day,RF_in
2026,3,1,0.0523895325970809
2026,3,2,0.0875906704627959
2026,3,3,0.5229500731353893
2026,3,4,0.0677720443771568
2026,3,5,0.030350806101935
2026,3,6,0.0175170253198534
2026,3,7,0.0373512891797406
2026,3,8,0.0243138724633297
2026,3,9,0.0148404341021211
2026,3,10,0.2469808037640043
2026,3,11,2.491065502120395
2026,3,12,2.751573065899315
2026,3,13,6.717977255881209
2026,3,14,1.2790385420843662
2026,3,15,0.0545769742734116
2026,3,16,0.0007578528656305
2026,3,17,0.2231143488994756
2026,3,18,0.0015792738212792
2026,3,20,6.62685230752406
2026,3,21,1.306571585913957
2026,3,22,0.2561264653658744
2026,3,23,1.176082254719245
2026,3,24,0.0298176514484727
2026,3,27,0.1690930440403391
2026,3,28,0.0611582633947693
2026,3,29,0.0020764142208223
2026,3,30,0.022928251450224268
