Year,Month,Temp,datetime
1990,1.0,70.02649468315973,1990-01-01
1990,2.0,68.22360297309028,1990-02-01
1990,3.0,68.80161404079861,1990-03-01
1990,4.0,72.6267849392361,1990-04-01
1990,5.0,72.53742947048612,1990-05-01
1990,6.0,73.86226128472222,1990-06-01
1990,7.0,75.4990966796875,1990-07-01
1990,8.0,77.12509765625,1990-08-01
1990,9.0,76.76433376736111,1990-09-01
1990,10.0,75.68945855034721,1990-10-01
1990,11.0,72.76216905381945,1990-11-01
1990,12.0,70.01727973090277,1990-12-01
1991,1.0,69.42684461805555,1991-01-01
1991,2.0,70.34536404079861,1991-02-01
1991,3.0,68.48497721354167,1991-03-01
1991,4.0,71.03318956163194,1991-04-01
1991,5.0,73.54678819444445,1991-05-01
1991,6.0,74.3294921875,1991-06-01
1991,7.0,75.67173394097222,1991-07-01
1991,8.0,76.93819444444445,1991-08-01
1991,9.0,76.90051540798612,1991-09-01
1991,10.0,76.16134440104167,1991-10-01
1991,11.0,75.38988444010417,1991-11-01
1991,12.0,71.41924913194444,1991-12-01
1992,1.0,68.43042534722223,1992-01-01
1992,2.0,68.84666883680555,1992-02-01
1992,3.0,70.65760633680556,1992-03-01
1992,4.0,71.58492296006945,1992-04-01
1992,5.0,72.89997829861112,1992-05-01
1992,6.0,76.08582628038195,1992-06-01
1992,7.0,76.37373860677083,1992-07-01
1992,8.0,77.27069498697917,1992-08-01
1992,9.0,76.96324598524306,1992-09-01
1992,10.0,75.44275987413195,1992-10-01
1992,11.0,73.16528591579862,1992-11-01
1992,12.0,72.92004123263888,1992-12-01
1993,1.0,68.01148817274306,1993-01-01
1993,2.0,67.51985405815972,1993-02-01
1993,3.0,68.99238823784722,1993-03-01
1993,4.0,71.98366970486111,1993-04-01
1993,5.0,72.76155056423612,1993-05-01
1993,6.0,75.34395616319445,1993-06-01
1993,7.0,75.71911349826388,1993-07-01
1993,8.0,76.55976019965277,1993-08-01
1993,9.0,76.97515190972223,1993-09-01
1993,10.0,75.79493815104166,1993-10-01
1993,11.0,71.69574924045139,1993-11-01
1993,12.0,70.43470052083333,1993-12-01
1994,1.0,68.27508680555556,1994-01-01
1994,2.0,69.59277886284723,1994-02-01
1994,3.0,69.31780056423611,1994-03-01
1994,4.0,70.81321072048611,1994-04-01
1994,5.0,72.61765407986111,1994-05-01
1994,6.0,74.83153211805555,1994-06-01
1994,7.0,76.786962890625,1994-07-01
1994,8.0,77.681298828125,1994-08-01
1994,9.0,77.43676486545138,1994-09-01
