,Month,RF
1263,April,3.052268070440848
1264,May,3.2239684435604405
1265,June,3.295828662693205
1266,July,4.228368480849617
1267,August,0.5534083189416862
1268,September,2.931439227377394
1269,October,1.9473400989264364
1270,November,3.371901951112448
1271,December,8.403987207762226
1272,January,3.74310772053016
1273,February,9.735336088631282
1274,March,26.676266161174297
