Year,Month,Temp,datetime
1990,1.0,72.33625488281251,1990-01-01
1990,2.0,70.15168185763889,1990-02-01
1990,3.0,70.89910481770833,1990-03-01
1990,4.0,74.48207194010416,1990-04-01
1990,5.0,74.97112087673611,1990-05-01
1990,6.0,76.56774631076388,1990-06-01
1990,7.0,77.39310709635416,1990-07-01
1990,8.0,78.89646809895834,1990-08-01
1990,9.0,78.53207465277778,1990-09-01
1990,10.0,77.37040473090278,1990-10-01
1990,11.0,74.9755126953125,1990-11-01
1990,12.0,72.13060980902779,1990-12-01
1991,1.0,70.71016981336805,1991-01-01
1991,2.0,71.726708984375,1991-02-01
1991,3.0,70.68322482638888,1991-03-01
1991,4.0,73.32783745659722,1991-04-01
1991,5.0,75.264501953125,1991-05-01
1991,6.0,76.29831271701389,1991-06-01
1991,7.0,77.56423611111111,1991-07-01
1991,8.0,78.76541883680557,1991-08-01
1991,9.0,78.39385850694444,1991-09-01
1991,10.0,77.58257921006944,1991-10-01
1991,11.0,76.97570258246529,1991-11-01
1991,12.0,73.55014377170139,1991-12-01
1992,1.0,70.25666503906251,1992-01-01
1992,2.0,70.29026421440972,1992-02-01
1992,3.0,71.92442220052084,1992-03-01
1992,4.0,72.46853569878473,1992-04-01
1992,5.0,74.22305501302083,1992-05-01
1992,6.0,77.70657009548611,1992-06-01
1992,7.0,77.76771375868056,1992-07-01
1992,8.0,78.59754231770833,1992-08-01
1992,9.0,78.3592502170139,1992-09-01
1992,10.0,76.99216851128472,1992-10-01
1992,11.0,74.71644422743056,1992-11-01
1992,12.0,74.49938693576388,1992-12-01
1993,1.0,69.26665310329861,1993-01-01
1993,2.0,68.90237630208333,1993-02-01
1993,3.0,70.55421549479166,1993-03-01
1993,4.0,74.19357367621528,1993-04-01
1993,5.0,74.39327799479167,1993-05-01
1993,6.0,76.96689995659722,1993-06-01
1993,7.0,77.2777560763889,1993-07-01
1993,8.0,78.17546657986111,1993-08-01
1993,9.0,78.37195638020833,1993-09-01
1993,10.0,77.03164605034723,1993-10-01
1993,11.0,73.660009765625,1993-11-01
1993,12.0,72.42154134114583,1993-12-01
1994,1.0,69.8564453125,1994-01-01
1994,2.0,71.1711181640625,1994-02-01
1994,3.0,71.22990180121528,1994-03-01
1994,4.0,72.91128200954861,1994-04-01
1994,5.0,75.00419379340278,1994-05-01
1994,6.0,76.44134928385417,1994-06-01
1994,7.0,78.28666449652778,1994-07-01
1994,8.0,79.28209635416667,1994-08-01
1994,9.0,78.8356174045139,1994-09-01
1994,10.0,77.99952799479166,1994-10-01
1994,11.0,75.83315158420139,1994-11-01
1994,12.0,72.50540635850695,1994-12-01
1995,1.0,70.84759385850694,1995-01-01
1995,2.0,70.86944986979168,1995-02-01
1995,3.0,72.29386393229167,1995-03-01
1995,4.0,72.91036512586805,1995-04-01
1995,5.0,74.32198079427084,1995-05-01
1995,6.0,76.89493543836807,1995-06-01
1995,7.0,77.97506510416667,1995-07-01
1995,8.0,78.434375,1995-08-01
1995,9.0,78.5947482638889,1995-09-01
1995,10.0,78.02453884548612,1995-10-01
1995,11.0,75.66041666666666,1995-11-01
1995,12.0,74.35008138020834,1995-12-01
1996,1.0,72.08419053819443,1996-01-01
1996,2.0,69.92281087239584,1996-02-01
1996,3.0,70.65398763020833,1996-03-01
1996,4.0,75.07280815972223,1996-04-01
1996,5.0,75.74442545572916,1996-05-01
1996,6.0,78.23860677083334,1996-06-01
1996,7.0,78.71250542534722,1996-07-01
1996,8.0,79.07372504340277,1996-08-01
1996,9.0,78.82600911458334,1996-09-01
1996,10.0,78.84401041666666,1996-10-01
1996,11.0,74.68258192274305,1996-11-01
1996,12.0,71.47808973524306,1996-12-01
1997,1.0,70.05820855034722,1997-01-01
1997,2.0,73.04328342013889,1997-02-01
1997,3.0,72.9633544921875,1997-03-01
1997,4.0,74.36062825520833,1997-04-01
1997,5.0,73.56058756510417,1997-05-01
1997,6.0,77.24857042100695,1997-06-01
1997,7.0,77.79167751736111,1997-07-01
1997,8.0,78.972265625,1997-08-01
1997,9.0,79.389306640625,1997-09-01
1997,10.0,78.14839409722222,1997-10-01
1997,11.0,74.34015842013889,1997-11-01
1997,12.0,71.87128092447917,1997-12-01
1998,1.0,70.67735188802084,1998-01-01
1998,2.0,71.11438802083333,1998-02-01
1998,3.0,73.17884928385416,1998-03-01
1998,4.0,73.23217230902777,1998-04-01
1998,5.0,73.47756890190973,1998-05-01
1998,6.0,75.31098361545139,1998-06-01
1998,7.0,76.61212565104167,1998-07-01
1998,8.0,78.35423719618055,1998-08-01
1998,9.0,77.69778103298611,1998-09-01
1998,10.0,77.1365505642361,1998-10-01
1998,11.0,75.22457411024305,1998-11-01
1998,12.0,72.53291132667974,1998-12-01
1999,1.0,72.07376743367035,1999-01-01
1999,2.0,71.91103435236204,1999-02-01
1999,3.0,72.72376732071106,1999-03-01
1999,4.0,73.38992033781201,1999-04-01
1999,5.0,75.16011016336101,1999-05-01
1999,6.0,76.32085472000492,1999-06-01
1999,7.0,77.27311633080663,1999-07-01
1999,8.0,78.13995065862821,1999-08-01
1999,9.0,77.85213320086316,1999-09-01
1999,10.0,76.74332925526261,1999-10-01
1999,11.0,74.65555509473842,1999-11-01
1999,12.0,72.63301655984925,1999-12-01
2000,1.0,70.94380862528794,2000-01-01
2000,2.0,72.50260917514944,2000-02-01
2000,3.0,73.7972262241289,2000-03-01
2000,4.0,72.53458121243396,2000-04-01
2000,5.0,75.46648532236826,2000-05-01
2000,6.0,77.2623806246153,2000-06-01
2000,7.0,77.89533720623268,2000-07-01
2000,8.0,78.4970189908642,2000-08-01
2000,9.0,78.11846517189096,2000-09-01
2000,10.0,78.2382146666846,2000-10-01
2000,11.0,75.265175216112,2000-11-01
2000,12.0,73.23859501381446,2000-12-01
2001,1.0,73.29891582585438,2001-01-01
2001,2.0,72.50632056906731,2001-02-01
2001,3.0,72.90052205281421,2001-03-01
2001,4.0,74.04221429634487,2001-04-01
2001,5.0,75.1967322002295,2001-05-01
2001,6.0,76.81917260418815,2001-06-01
2001,7.0,78.36372246594897,2001-07-01
2001,8.0,79.00906264375531,2001-08-01
2001,9.0,78.848748753004,2001-09-01
2001,10.0,76.96735514173403,2001-10-01
2001,11.0,75.20390720204324,2001-11-01
2001,12.0,74.11730988681452,2001-12-01
2002,1.0,72.19780109701969,2002-01-01
2002,2.0,70.84593846896009,2002-02-01
2002,3.0,72.01861810095356,2002-03-01
2002,4.0,74.27362297365254,2002-04-01
2002,5.0,75.96030924123666,2002-05-01
2002,6.0,78.05335853607295,2002-06-01
2002,7.0,78.13175979668245,2002-07-01
2002,8.0,79.1661986997046,2002-08-01
2002,9.0,78.35108818872305,2002-09-01
2002,10.0,77.60124601292935,2002-10-01
2002,11.0,75.20629367458503,2002-11-01
2002,12.0,73.38914692291462,2002-12-01
2003,1.0,71.04477198960068,2003-01-01
2003,2.0,71.60434784921452,2003-02-01
2003,3.0,73.7258394290971,2003-03-01
2003,4.0,74.62153528803644,2003-04-01
2003,5.0,76.48524490696161,2003-05-01
2003,6.0,77.83777320445378,2003-06-01
2003,7.0,79.28778972474746,2003-07-01
2003,8.0,80.065146338412,2003-08-01
2003,9.0,79.13679662124699,2003-09-01
2003,10.0,78.88959557831714,2003-10-01
2003,11.0,76.13091327603921,2003-11-01
2003,12.0,73.37015497571694,2003-12-01
2004,1.0,72.10710277320445,2004-01-01
2004,2.0,73.99449490711605,2004-02-01
2004,3.0,72.13540374897846,2004-03-01
2004,4.0,73.84626752010342,2004-04-01
2004,5.0,76.412156068347,2004-05-01
2004,6.0,78.01205503284774,2004-06-01
2004,7.0,79.4118209799876,2004-07-01
2004,8.0,79.65765107906746,2004-08-01
2004,9.0,79.93922718068193,2004-09-01
2004,10.0,78.64017357082895,2004-10-01
2004,11.0,75.69253204682367,2004-11-01
2004,12.0,73.25023964443238,2004-12-01
2005,1.0,72.02836543404607,2005-01-01
2005,2.0,71.95895864952737,2005-02-01
2005,3.0,71.3698167790024,2005-03-01
2005,4.0,74.36678573676159,2005-04-01
2005,5.0,76.81447856124745,2005-05-01
2005,6.0,77.85936496144471,2005-06-01
2005,7.0,78.45732374731614,2005-07-01
2005,8.0,78.99467871460499,2005-08-01
2005,9.0,79.09281120478069,2005-09-01
2005,10.0,77.218483896773,2005-10-01
2005,11.0,75.65155548025514,2005-11-01
2005,12.0,72.69141487187619,2005-12-01
2006,1.0,73.02368373735042,2006-01-01
2006,2.0,70.6693892698396,2006-02-01
2006,3.0,72.67320070340685,2006-03-01
2006,4.0,72.9689774187996,2006-04-01
2006,5.0,73.55376815260989,2006-05-01
2006,6.0,77.38567215670363,2006-06-01
2006,7.0,78.22765734840956,2006-07-01
2006,8.0,78.86430249090421,2006-08-01
2006,9.0,78.59425749371934,2006-09-01
2006,10.0,77.40158539039174,2006-10-01
2006,11.0,76.2964377195494,2006-11-01
2006,12.0,73.7862953916389,2006-12-01
2007,1.0,73.09967535685605,2007-01-01
2007,2.0,71.75024528003195,2007-02-01
2007,3.0,73.36722459514368,2007-03-01
2007,4.0,73.9426336242568,2007-04-01
2007,5.0,76.0544568971193,2007-05-01
2007,6.0,77.94699404961372,2007-06-01
2007,7.0,78.65393037327118,2007-07-01
2007,8.0,79.22241094289558,2007-08-01
2007,9.0,78.88640315967055,2007-09-01
2007,10.0,77.81394225031778,2007-10-01
2007,11.0,75.16362526247381,2007-11-01
2007,12.0,73.93500281237696,2007-12-01
2008,1.0,71.19047954271707,2008-01-01
2008,2.0,72.27019260742249,2008-02-01
2008,3.0,74.44240278291329,2008-03-01
2008,4.0,74.1273680379467,2008-04-01
2008,5.0,76.13050230667942,2008-05-01
2008,6.0,77.00501346935366,2008-06-01
2008,7.0,78.3218236847747,2008-07-01
2008,8.0,78.1941070222242,2008-08-01
2008,9.0,77.61967937424261,2008-09-01
2008,10.0,77.04845267528178,2008-10-01
2008,11.0,75.18191000938681,2008-11-01
2008,12.0,73.66734428254492,2008-12-01
2009,1.0,70.92266589220509,2009-01-01
2009,2.0,70.63212594254443,2009-02-01
2009,3.0,70.82679363395263,2009-03-01
2009,4.0,71.82982832569428,2009-04-01
2009,5.0,75.17884535419861,2009-05-01
2009,6.0,77.75798194311363,2009-06-01
2009,7.0,78.6895423201845,2009-07-01
2009,8.0,79.26519741527696,2009-08-01
2009,9.0,79.14258529392352,2009-09-01
2009,10.0,78.89179500103683,2009-10-01
2009,11.0,76.15685631684079,2009-11-01
2009,12.0,72.2931486994249,2009-12-01
2010,1.0,72.79531130881477,2010-01-01
2010,2.0,71.2079187331415,2010-02-01
2010,3.0,72.16315187869031,2010-03-01
2010,4.0,73.09310082296493,2010-04-01
2010,5.0,75.78063181858934,2010-05-01
2010,6.0,76.890292578929,2010-06-01
2010,7.0,76.86474288758168,2010-07-01
2010,8.0,77.60021180738848,2010-08-01
2010,9.0,77.37110782590022,2010-09-01
2010,10.0,77.24501429057001,2010-10-01
2010,11.0,75.17663147544769,2010-11-01
2010,12.0,73.25144581410174,2010-12-01
2011,1.0,71.42920412514444,2011-01-01
2011,2.0,73.07570338641223,2011-02-01
2011,3.0,73.66507489053959,2011-03-01
2011,4.0,74.62562454569898,2011-04-01
2011,5.0,75.25910570178287,2011-05-01
2011,6.0,75.73529577842896,2011-06-01
2011,7.0,76.47671277238611,2011-07-01
2011,8.0,77.20334993846903,2011-08-01
2011,9.0,77.0283277174274,2011-09-01
2011,10.0,76.53955495088684,2011-10-01
2011,11.0,74.89260011963222,2011-11-01
2011,12.0,72.9032860516717,2011-12-01
2012,1.0,72.56571965471971,2012-01-01
2012,2.0,72.08591816470582,2012-02-01
2012,3.0,71.76751359475858,2012-03-01
2012,4.0,73.1371345079805,2012-04-01
2012,5.0,74.82425570553445,2012-05-01
2012,6.0,76.11725776658052,2012-06-01
2012,7.0,76.73817151406007,2012-07-01
2012,8.0,77.98503010471481,2012-08-01
2012,9.0,77.12855171441129,2012-09-01
2012,10.0,77.07939391223525,2012-10-01
2012,11.0,74.49823099832767,2012-11-01
2012,12.0,73.48878478142137,2012-12-01
2013,1.0,71.04552576330818,2013-01-01
2013,2.0,71.78697958360578,2013-02-01
2013,3.0,70.66808164592248,2013-03-01
2013,4.0,73.46841166693633,2013-04-01
2013,5.0,75.1012344979913,2013-05-01
2013,6.0,76.70463142626085,2013-06-01
2013,7.0,77.66975313360925,2013-07-01
2013,8.0,78.40393800159974,2013-08-01
2013,9.0,78.49382262251814,2013-09-01
2013,10.0,77.14453165886809,2013-10-01
2013,11.0,74.86715572745989,2013-11-01
2013,12.0,73.69802842409902,2013-12-01
2014,1.0,71.0311424853622,2014-01-01
2014,2.0,72.85091942865131,2014-02-01
2014,3.0,72.44617971080288,2014-03-01
2014,4.0,74.01864593028574,2014-04-01
2014,5.0,75.47460145327261,2014-05-01
2014,6.0,77.02801625711984,2014-06-01
2014,7.0,78.7518367651979,2014-07-01
2014,8.0,79.07389383580536,2014-08-01
2014,9.0,79.82188414064251,2014-09-01
2014,10.0,78.65830879505742,2014-10-01
2014,11.0,75.5231237769811,2014-11-01
2014,12.0,72.02348394070111,2014-12-01
2015,1.0,70.53083887939665,2015-01-01
2015,2.0,72.38054292067216,2015-02-01
2015,3.0,71.43352959838185,2015-03-01
2015,4.0,75.38227626004542,2015-04-01
2015,5.0,74.94584233643236,2015-05-01
2015,6.0,77.33634553791767,2015-06-01
2015,7.0,79.88750510486261,2015-07-01
2015,8.0,80.93869578855274,2015-08-01
2015,9.0,79.9713207802928,2015-09-01
2015,10.0,77.86088497802716,2015-10-01
2015,11.0,77.19463126328603,2015-11-01
2015,12.0,74.9425478393133,2015-12-01
2016,1.0,72.38387494258629,2016-01-01
2016,2.0,72.21736449435397,2016-02-01
2016,3.0,72.46325528480074,2016-03-01
2016,4.0,75.55374055895479,2016-04-01
2016,5.0,76.09936667939422,2016-05-01
2016,6.0,77.25783806837632,2016-06-01
2016,7.0,79.0909098916836,2016-07-01
2016,8.0,79.33908678722659,2016-08-01
2016,9.0,79.21327602141594,2016-09-01
2016,10.0,78.16801432047558,2016-10-01
2016,11.0,75.86377007488116,2016-11-01
2016,12.0,73.12623965142626,2016-12-01
2017,1.0,71.64619582395133,2017-01-01
2017,2.0,72.00881874936849,2017-02-01
2017,3.0,74.46610691180095,2017-03-01
2017,4.0,75.38471750268434,2017-04-01
2017,5.0,76.46554162653216,2017-05-01
2017,6.0,78.50227492522788,2017-06-01
2017,7.0,79.91370939783377,2017-07-01
2017,8.0,80.04042170641819,2017-08-01
2017,9.0,79.35273226154686,2017-09-01
2017,10.0,77.77201091359377,2017-10-01
2017,11.0,74.87262398950736,2017-11-01
2017,12.0,71.36120582984063,2017-12-01
2018,1.0,73.1563371418136,2018-01-01
2018,2.0,71.97023180205866,2018-02-01
2018,3.0,72.0672886562417,2018-03-01
2018,4.0,74.68571838850835,2018-04-01
2018,5.0,75.88260830334374,2018-05-01
2018,6.0,78.10741036699525,2018-06-01
2018,7.0,80.10184490352717,2018-07-01
2018,8.0,80.49611643933822,2018-08-01
2018,9.0,79.37905466303592,2018-09-01
2018,10.0,78.1554518186826,2018-10-01
2018,11.0,75.77772266942529,2018-11-01
2018,12.0,73.56727907041372,2018-12-01
2019,1.0,72.234619140625,2019-01-01
2019,2.0,69.5791775173611,2019-02-01
2019,3.0,71.37502170138889,2019-03-01
2019,4.0,74.89750434027778,2019-04-01
2019,5.0,76.33198784722222,2019-05-01
2019,6.0,79.17010633680556,2019-06-01
2019,7.0,80.02050238715279,2019-07-01
2019,8.0,81.5628200954861,2019-08-01
2019,9.0,81.39870334201389,2019-09-01
2019,10.0,79.50214301215277,2019-10-01
2019,11.0,77.4501925998264,2019-11-01
2019,12.0,75.81783582899305,2019-12-01
2020,1.0,73.73298068576389,2020-01-01
2020,2.0,72.38959418402777,2020-02-01
2020,3.0,72.64608561197917,2020-03-01
2020,4.0,74.80762261284723,2020-04-01
2020,5.0,76.61459689670139,2020-05-01
2020,6.0,78.59378255208333,2020-06-01
2020,7.0,79.37867296006945,2020-07-01
2020,8.0,80.20391167534723,2020-08-01
2020,9.0,80.06653103298612,2020-09-01
2020,10.0,78.64609375,2020-10-01
2020,11.0,77.37331000434028,2020-11-01
2020,12.0,75.28582628038194,2020-12-01
2021,1.0,74.18277994791666,2021-01-01
2021,2.0,72.427685546875,2021-02-01
2021,3.0,72.56698676215278,2021-03-01
2021,4.0,73.30325520833333,2021-04-01
2021,5.0,75.98910590277778,2021-05-01
2021,6.0,77.63789062500001,2021-06-01
2021,7.0,78.82814127604166,2021-07-01
2021,8.0,78.6329806857639,2021-08-01
2021,9.0,78.36050347222223,2021-09-01
2021,10.0,77.61573350694445,2021-10-01
2021,11.0,76.3480984157986,2021-11-01
2021,12.0,73.52161187065973,2021-12-01
2022,1.0,72.60439995659722,2022-01-01
2022,2.0,73.5395046657986,2022-02-01
2022,3.0,74.60888943142362,2022-03-01
2022,4.0,75.77202690972223,2022-04-01
