Year,Month,Day,RF_in
2026,3,31,0.2260369402541588
2026,4,1,0.0430270558695896
2026,4,2,0.0908796166358518
2026,4,3,0.0798590834291194
2026,4,4,0.0031222754321131
2026,4,5,0.0017745574570332
2026,4,6,0.0
2026,4,7,0.0209460347018831
2026,4,8,0.1876613008416265
2026,4,9,0.0164193051125804
2026,4,10,0.6770437586767584
2026,4,11,0.3579526500566552
2026,4,12,0.1822361761155995
2026,4,13,0.1998451628211729
2026,4,14,0.0055358726706903
2026,4,15,0.0183485028717554
2026,4,16,0.0048768282794182
2026,4,17,0.0064067969438551
2026,4,18,0.0159497176220688
2026,4,19,0.0731537971782119
2026,4,20,0.0143985566585789
2026,4,21,0.013104184116301598
