Year,Month,Day,RF_in
2026,3,1,0.0027272526742974
2026,3,2,0.0603263946203908
2026,3,3,0.236994432872269
2026,3,4,0.1836008787780922
2026,3,5,0.0521805382127188
2026,3,6,0.0662740516606973
2026,3,7,0.0548370982834163
2026,3,8,0.2113923000225558
2026,3,9,0.0293613951883198
2026,3,10,0.0009836569534187
2026,3,11,0.0210121939455071
2026,3,12,0.5577118700141867
2026,3,13,0.4448893597027042
2026,3,14,8.21699832008846
2026,3,15,2.7809081509125595
2026,3,16,1.7109966899211384
2026,3,17,0.5301111280089554
2026,3,18,0.132114621400949
2026,3,20,0.1026598260181805
2026,3,21,0.4119642244155245
2026,3,22,0.0288789956252382
2026,3,23,0.5300610515319699
2026,3,24,0.8706842739357016
2026,3,27,0.0258547086762978
2026,3,28,0.8668734777700314
2026,3,29,0.1864495717298304
2026,3,30,0.17457947388466633
