,Month,tmean_f
421,February,58.0
422,March,57.84559461805556
423,April,58.97962782118056
424,May,59.32792426215278
425,June,61.37044270833333
426,July,62.80437282986111
427,August,63.42953287760417
428,September,62.29222276475694
429,October,61.444300672743054
430,November,60.2393310546875
431,December,58.8738525390625
432,January,58.05118543836805
