,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,6.880992066193096,SEL,11,4.457706555348708,0.7904060447576432,-2.423285510844388,-6.0905860214354535,57.61050949194201,58.063600518704575,55.157893880208334
1,1,6.880992066193096,WEL,15,7.2725487592204,0.435851089597687,0.39155669302730356,-6.445140976595409,57.61050949194201,58.096875519098255,56.94101779859525
2,1,6.880992066193096,NUT,20,8.865795818932193,1.0033699095718505,1.9848037527390971,-5.877622156621246,57.61050949194201,56.71425431690109,54.78119574652778
3,1,6.880992066193096,WLA,19,5.490709471984235,1.1668725735454943,-1.3902825942088617,-5.714119492647602,57.61050949194201,58.23838958537703,56.31112154116154
4,1,6.880992066193096,SLA,10,7.631200512099616,4.163754161806163,0.7502084459065195,-2.7172379043869332,57.61050949194201,56.258845254101004,55.17506631089776
5,2,6.435219470167773,SEL,10,3.8955606479298055,0.9825074203371064,-2.5396588222379677,-5.452712049830667,56.85693045736616,56.45407016256612,55.34868435329861
6,2,6.435219470167773,WEL,9,6.0148431582590085,1.3003802584572763,-0.4203763119087647,-5.134839211710497,56.85693045736616,56.28764989810636,55.46138237847222
7,2,6.435219470167773,NUT,29,7.2557111096733875,1.043172758244629,0.8204916395056143,-5.392046711923144,56.85693045736616,56.93363811341736,53.89262288411459
8,2,6.435219470167773,WLA,19,7.660814291631172,1.7537862088527998,1.2255948214633987,-4.681433261314973,56.85693045736616,56.90405094780747,55.23373778195383
9,2,6.435219470167773,SLA,8,4.197646454679174,0.2678883558948035,-2.237573015488599,-6.16733111427297,56.85693045736616,57.42036513704137,54.86772424145765
10,3,9.02951074664929,SEL,8,5.309876458364661,1.8401555532012488,-3.719634288284629,-7.1893551934480415,57.378942488186354,56.9905542158517,56.03056098090278
11,3,9.02951074664929,WEL,5,9.623474922080053,6.292137338084475,0.593964175430763,-2.7373734085648147,57.378942488186354,57.03836661209152,55.97293132866709
12,3,9.02951074664929,NUT,39,10.050190446763038,1.6039850385726526,1.0206797001137478,-7.425525708076638,57.378942488186354,57.52642072363035,55.13564181857639
13,3,9.02951074664929,WLA,20,8.805304306918774,2.2380694098893024,-0.22420643973051568,-6.791441336759988,57.378942488186354,57.32558622802394,54.55446953113579
14,3,9.02951074664929,SLA,3,6.18446871974843,2.3334154967282736,-2.8450420269008605,-6.696095249921017,57.378942488186354,57.980655804885785,57.980655804885785
15,4,8.281136871463476,SEL,2,7.30980550581134,5.642012237077137,-0.9713313656521354,-2.639124634386339,58.36104969363961,56.493465169270834,56.493465169270834
