Year,Month,tmean_f,datetime,Temp
1990.0,1.0,56.81139865451389,1990-01-01,
1990.0,2.0,53.9588880750868,1990-02-01,
1990.0,3.0,55.90286729600695,1990-03-01,
1990.0,4.0,58.08644476996528,1990-04-01,
1990.0,5.0,58.56236979166667,1990-05-01,
1990.0,6.0,60.33400065104166,1990-06-01,
1990.0,7.0,61.44293891059028,1990-07-01,
1990.0,8.0,62.63641221788195,1990-08-01,
1990.0,9.0,62.51777615017362,1990-09-01,
1990.0,10.0,60.98573676215278,1990-10-01,
1990.0,11.0,60.590961371527776,1990-11-01,
1990.0,12.0,56.279926215277776,1990-12-01,
1991.0,1.0,55.329676649305554,1991-01-01,
1991.0,2.0,57.17079535590278,1991-02-01,
1991.0,3.0,55.50745442708333,1991-03-01,
1991.0,4.0,57.06837022569445,1991-04-01,
1991.0,5.0,58.41570095486111,1991-05-01,
1991.0,6.0,58.80555826822916,1991-06-01,
1991.0,7.0,61.17612575954861,1991-07-01,
1991.0,8.0,62.62938910590277,1991-08-01,
1991.0,9.0,61.77451714409722,1991-09-01,
1991.0,10.0,60.01619737413195,1991-10-01,
1991.0,11.0,60.3391845703125,1991-11-01,
1991.0,12.0,57.18501790364584,1991-12-01,
1992.0,1.0,54.79111056857639,1992-01-01,
1992.0,2.0,55.499384223090274,1992-02-01,
1992.0,3.0,56.08480631510417,1992-03-01,
1992.0,4.0,57.021183268229166,1992-04-01,
1992.0,5.0,59.746883138020834,1992-05-01,
1992.0,6.0,60.41081814236111,1992-06-01,
1992.0,7.0,60.60831705729167,1992-07-01,
1992.0,8.0,61.328244357638894,1992-08-01,
1992.0,9.0,62.47244466145834,1992-09-01,
1992.0,10.0,61.69297146267361,1992-10-01,
1992.0,11.0,60.26229654947917,1992-11-01,
1992.0,12.0,58.03168402777778,1992-12-01,
1993.0,1.0,55.41089409722223,1993-01-01,
1993.0,2.0,54.61936577690973,1993-02-01,
1993.0,3.0,55.474338107638886,1993-03-01,
1993.0,4.0,57.36859266493056,1993-04-01,
1993.0,5.0,57.20853407118055,1993-05-01,
1993.0,6.0,59.83252224392361,1993-06-01,
1993.0,7.0,60.36810438368056,1993-07-01,
1993.0,8.0,62.03985731336806,1993-08-01,
1993.0,9.0,61.98096516927083,1993-09-01,
1993.0,10.0,61.03741861979167,1993-10-01,
1993.0,11.0,58.15229220920139,1993-11-01,
1993.0,12.0,56.617130533854166,1993-12-01,
1994.0,1.0,54.92042914496528,1994-01-01,
1994.0,2.0,57.33690321180556,1994-02-01,
1994.0,3.0,55.58329806857639,1994-03-01,
1994.0,4.0,56.426890733506944,1994-04-01,
1994.0,5.0,58.21756184895833,1994-05-01,
1994.0,6.0,58.86799858940972,1994-06-01,
