,Month,NDVI
292,August,0.409020600495515
293,September,0.5496715027608989
294,October,0.3440211967185692
295,November,0.5729564148702739
296,December,0.5835256694275656
297,January,0.4154993693033854
298,February,0.4839244889624325
299,March,0.6058505022967303
300,April,0.187398722142349
301,May,0.5299796116204909
302,June,0.4607220873420621
303,July,0.4461377932701582
