,Month,tmean_f
421,February,72.93134765625001
422,March,74.30050184461805
423,April,75.24555392795139
424,May,76.22074110243055
425,June,77.55474175347223
426,July,78.40221896701388
427,August,79.35333658854167
428,September,79.15407443576389
429,October,78.15318467881944
430,November,76.09629720052084
431,December,74.43688693576388
432,January,72.32380099826389
