Year,Month,Day,RF_in
2026,3,31,0.0174378982563228
2026,4,1,0.0200871103901759
2026,4,2,0.0175329894218544
2026,4,3,0.0023315828233809
2026,4,4,0.0001808470802218
2026,4,5,0.0905603271792903
2026,4,6,0.2184742055829718
2026,4,7,0.6749146777524121
2026,4,8,0.2767113386814062
2026,4,9,0.0765395143630727
2026,4,10,2.945611819681394
2026,4,11,0.4529570124060556
2026,4,12,0.3129947425395068
2026,4,13,0.3910194709208984
2026,4,14,0.0215487175621907
2026,4,15,0.0065400429621166
2026,4,16,4.811126775362406e-05
2026,4,17,6.18213862455933e-05
2026,4,18,0.0011316000042033
2026,4,19,0.0041430117241017
2026,4,20,0.105205805479895
2026,4,21,0.16607992640039462
