,Month,RF
1263,April,6.496735108632255
1264,May,2.7565031069250026
1265,June,0.8584988396497096
1266,July,1.851675990859216
1267,August,0.5976082857535604
1268,September,0.9256608884582788
1269,October,1.8773611889551127
1270,November,2.1076505654892097
1271,December,6.235676228947944
1272,January,4.4821052777474
1273,February,8.230904866275397
1274,March,31.391886832288325
