,Month,Temp
415,August,76.38661566840278
416,September,76.16448296440973
417,October,75.6407470703125
418,November,73.31518012152777
419,December,72.46827528211806
420,January,70.60596245659723
421,February,70.58132595486111
422,March,71.65815972222222
423,April,72.95875108506945
424,May,73.68585340711806
425,June,75.17251790364583
426,July,76.02967664930556
