Year,Month,Day,RF_in
2026,3,1,0.0
2026,3,2,0.0
2026,3,3,1.2199379647856985e-06
2026,3,4,4.0127841995300586e-07
2026,3,5,7.609709375938545e-06
2026,3,6,0.0005293540823873
2026,3,7,0.0
2026,3,8,0.0
2026,3,9,2.208669691020573e-06
2026,3,10,1.1759616497585746e-05
2026,3,11,0.8361977196833686
2026,3,12,0.9761525136777608
2026,3,13,8.088353512017596
2026,3,14,8.270194253062117
2026,3,15,0.28647678568445
2026,3,16,0.2008324822705538
2026,3,17,0.3901370510109848
2026,3,18,4.867311410263327e-05
2026,3,20,0.2209435425220013
2026,3,21,1.0764643595982797
2026,3,22,0.1153735033541271
2026,3,23,0.1206317411007217
2026,3,24,0.1112316625162523
2026,3,27,0.0167816401663611
2026,3,28,0.0099168417578224
2026,3,29,0.000281151348988
2026,3,30,0.00024223530143021357
