oldMonth,oldNDVI,Month,NDVI
January,0.5507409225275487,November,0.40820644896707414
February,0.5769022501250843,December,0.493789188714675
March,0.5264385732014975,January,0.5507409225275487
April,0.4485129739484216,February,0.5769022501250843
May,0.3960092540932969,March,0.5264385732014975
June,0.3439117406281763,April,0.4485129739484216
July,0.3235279891112818,May,0.3960092540932969
August,0.32249237035188005,June,0.3439117406281763
September,0.33540042920669594,July,0.3235279891112818
October,0.3696141944878008,August,0.32249237035188005
November,0.40820644896707414,September,0.33540042920669594
December,0.493789188714675,October,0.3696141944878008
