oldMonth,RF_in,Month,RF
January,3.288120538749724,May,0.7330744623487838
February,1.9673279631212783,June,0.3315282149118543
March,1.9122058504869521,July,0.4619907428015593
April,0.985769462041512,August,0.4946169259694852
May,0.7330744623487838,September,0.621294776144918
June,0.3315282149118543,October,0.7771985674124553
July,0.4619907428015593,November,1.3547551807348774
August,0.4946169259694852,December,2.3780675173684314
September,0.621294776144918,January,3.288120538749724
October,0.7771985674124553,February,1.9673279631212783
November,1.3547551807348774,March,1.9122058504869521
December,2.3780675173684314,April,0.985769462041512
