Year,Month,Day,RF_in
2026,3,31,0.0061294058385066
2026,4,1,0.0019635711036549
2026,4,2,0.0232282986941763
2026,4,3,3.643569662258764e-05
2026,4,4,0.0008810107673444
2026,4,5,0.0019801211123032
2026,4,6,0.0016786077111319
2026,4,7,0.1481847502555561
2026,4,8,0.0592705092602085
2026,4,9,0.1185276761652487
2026,4,10,3.5619011233079374
2026,4,11,0.0238139086797771
2026,4,12,0.5228809509841001
2026,4,13,0.2359227576987718
2026,4,14,0.0
2026,4,15,0.0005056718539088
2026,4,16,6.329205567604764e-05
2026,4,17,0.0023694398556829
2026,4,18,0.0156007768392354
2026,4,19,0.0
2026,4,20,0.0061555046421962
2026,4,21,1.2110907171956188e-05
