Year,Month,RF_mm,RF_in,datetime
1920.0,1.0,185.91880063657408,7.319637820337562,1920-01-01
1920.0,2.0,15.013290593653547,0.5910744328210059,1920-02-01
1920.0,3.0,62.43525149498457,2.458080767519078,1920-03-01
1920.0,4.0,24.86777072482639,0.979046091528598,1920-04-01
1920.0,5.0,73.18710214120371,2.8813819740631383,1920-05-01
1920.0,6.0,41.7248233748071,1.642709581685319,1920-06-01
1920.0,7.0,19.63968460648148,0.7732159293890347,1920-07-01
1920.0,8.0,30.3756721402392,1.195892603946425,1920-08-01
1920.0,9.0,27.06300937982253,1.0654728102292337,1920-09-01
1920.0,10.0,18.977168330439813,0.7471326114346384,1920-10-01
1920.0,11.0,12.653458960262345,0.4981676756008797,1920-11-01
1920.0,12.0,72.12986472800925,2.839758453858632,1920-12-01
1921.0,1.0,95.27532431520062,3.750997020283489,1921-01-01
1921.0,2.0,15.081964940200615,0.5937781472519928,1921-02-01
1921.0,3.0,29.63913905767747,1.166895238491239,1921-03-01
1921.0,4.0,81.04748384452161,3.1908458206504573,1921-04-01
1921.0,5.0,67.2758186246142,2.6486542765596144,1921-05-01
1921.0,6.0,28.06033588927469,1.1047376334360115,1921-06-01
1921.0,7.0,25.7620864679784,1.014255372755055,1921-07-01
1921.0,8.0,19.4593807267554,0.7661173514470632,1921-08-01
1921.0,9.0,32.079915364583336,1.262988793881234,1921-09-01
1921.0,10.0,58.45232325424383,2.301272569064718,1921-10-01
1921.0,11.0,20.36939380787037,0.8019446381051327,1921-11-01
1921.0,12.0,67.06838348765432,2.6404875388840283,1921-12-01
1922.0,1.0,84.65975236304013,3.333061116655123,1922-01-01
1922.0,2.0,60.58550950038581,2.385256279542748,1922-02-01
1922.0,3.0,68.48307291666667,2.696183973097113,1922-03-01
1922.0,4.0,63.96698374807099,2.518385186931929,1922-04-01
1922.0,5.0,16.96709526909722,0.6679958767361112,1922-05-01
1922.0,6.0,29.60692153742284,1.1656268321820016,1922-06-01
1922.0,7.0,35.324661820023145,1.390734717323746,1922-07-01
1922.0,8.0,23.2493911554784,0.9153303604519054,1922-08-01
1922.0,9.0,58.21958188657408,2.292109523093468,1922-09-01
1922.0,10.0,41.66481300636574,1.6403469687545569,1922-10-01
1922.0,11.0,34.71366222993827,1.3666796153519003,1922-11-01
