,oldMonth,OldTemp,Month,Temp
0,January,67.42297825949294,April,68.87942301135995
1,February,67.06779812230945,May,70.40585252599061
2,March,67.56641268644825,June,72.08778319422504
3,April,68.87942301135995,July,73.08220475457675
4,May,70.40585252599061,August,73.73310563234391
5,June,72.08778319422504,September,73.41526800882268
6,July,73.08220475457675,October,72.65943057400185
7,August,73.73310563234391,November,70.85368471302185
8,September,73.41526800882268,December,68.81669979797103
9,October,72.65943057400185,January,67.42297825949294
10,November,70.85368471302185,February,67.06779812230945
11,December,68.81669979797103,March,67.56641268644825
