,Month,tmean_f
421,February,68.22776794433594
422,March,69.039111328125
423,April,70.06224975585937
424,May,70.83150024414063
425,June,72.53883056640625
426,July,73.50257873535156
427,August,74.21459350585937
428,September,74.11133117675782
429,October,73.01184997558593
430,November,70.99466552734376
431,December,69.91316528320313
432,January,68.28048400878906
