Year,Month,NDVI,datetime
2000.0,4.0,0.3326495223575168,2000-04-01
2000.0,5.0,0.578940921359592,2000-05-01
2000.0,6.0,0.4270562860700819,2000-06-01
2000.0,7.0,0.3785153230031331,2000-07-01
2000.0,8.0,0.093395021226671,2000-08-01
2000.0,9.0,0.3861498567793104,2000-09-01
2000.0,10.0,0.07692684729894,2000-10-01
2000.0,11.0,0.2591862943437364,2000-11-01
2000.0,12.0,0.7049034966362847,2000-12-01
2001.0,1.0,0.5008317099677192,2001-01-01
2001.0,2.0,0.5181379848056369,2001-02-01
2001.0,3.0,0.1675325632095337,2001-03-01
2001.0,4.0,0.3437442779541015,2001-04-01
2001.0,5.0,0.2585709889729817,2001-05-01
2001.0,6.0,0.2134335041046142,2001-06-01
2001.0,7.0,0.4343814055124919,2001-07-01
2001.0,8.0,0.4085182613796658,2001-08-01
2001.0,9.0,0.3246667914920383,2001-09-01
2001.0,10.0,0.3541080156962077,2001-10-01
2001.0,11.0,0.6129855579800076,2001-11-01
2001.0,12.0,0.5951259401109483,2001-12-01
2002.0,1.0,0.1857076485951741,2002-01-01
2002.0,2.0,0.2593282328711616,2002-02-01
2002.0,3.0,0.3854693571726481,2002-03-01
2002.0,4.0,0.2670925193362766,2002-04-01
2002.0,5.0,0.6874694294399686,2002-05-01
2002.0,6.0,0.287534687254164,2002-06-01
2002.0,7.0,0.0772403809759351,2002-07-01
2002.0,8.0,0.2729360527462429,2002-08-01
2002.0,9.0,0.4995064735412597,2002-09-01
2002.0,10.0,0.3162944316864013,2002-10-01
2002.0,11.0,0.5211195945739746,2002-11-01
2002.0,12.0,0.5751824908786349,2002-12-01
2003.0,1.0,0.760208871629503,2003-01-01
2003.0,2.0,0.3602566189236111,2003-02-01
2003.0,3.0,0.4661158985561794,2003-03-01
2003.0,4.0,0.2028673887252807,2003-04-01
2003.0,5.0,0.4588341183132595,2003-05-01
2003.0,6.0,0.5137608846028646,2003-06-01
2003.0,7.0,0.3255978955162896,2003-07-01
2003.0,8.0,0.3610276116265191,2003-08-01
2003.0,9.0,0.4315874841478135,2003-09-01
2003.0,10.0,0.6861286693149142,2003-10-01
2003.0,11.0,0.1363736258612738,2003-11-01
2003.0,12.0,0.3951436413658989,2003-12-01
2004.0,1.0,0.6280786196390787,2004-01-01
2004.0,2.0,0.4598595831129286,2004-02-01
2004.0,3.0,0.5125380622016059,2004-03-01
2004.0,4.0,0.4202872117360433,2004-04-01
2004.0,5.0,0.5055073102315267,2004-05-01
2004.0,6.0,0.5402675204806857,2004-06-01
2004.0,7.0,0.6209895875718858,2004-07-01
2004.0,8.0,0.2434266143374973,2004-08-01
2004.0,9.0,0.494629700978597,2004-09-01
2004.0,10.0,0.5033757951524522,2004-10-01
2004.0,11.0,0.4803020689222548,2004-11-01
2004.0,12.0,0.2342068884107801,2004-12-01
2005.0,1.0,0.3409882916344536,2005-01-01
2005.0,2.0,0.5191121631198459,2005-02-01
2005.0,3.0,0.748260392083062,2005-03-01
2005.0,4.0,0.4640929434034559,2005-04-01
2005.0,5.0,0.507230281829834,2005-05-01
2005.0,6.0,0.4226987361907959,2005-06-01
2005.0,7.0,0.316074185901218,2005-07-01
2005.0,8.0,0.6404531796773275,2005-08-01
2005.0,9.0,0.3582719167073567,2005-09-01
2005.0,10.0,0.2479602230919732,2005-10-01
2005.0,11.0,0.4365617434183756,2005-11-01
2005.0,12.0,0.7316909896002876,2005-12-01
2006.0,1.0,0.4704576068454318,2006-01-01
2006.0,2.0,0.5843614472283257,2006-02-01
2006.0,3.0,0.6144472228156196,2006-03-01
2006.0,4.0,0.2180203199386596,2006-04-01
2006.0,5.0,0.4019910759396023,2006-05-01
2006.0,6.0,0.4075453281402588,2006-06-01
2006.0,7.0,0.4975737465752495,2006-07-01
2006.0,8.0,0.6163380410936143,2006-08-01
2006.0,9.0,0.246649079852634,2006-09-01
2006.0,10.0,0.2470603254106309,2006-10-01
2006.0,11.0,0.5220635732014974,2006-11-01
2006.0,12.0,0.5029109319051107,2006-12-01
2007.0,1.0,0.5064415401882596,2007-01-01
2007.0,2.0,0.0934569107161627,2007-02-01
2007.0,3.0,0.3906973732842339,2007-03-01
2007.0,4.0,0.4068092240227593,2007-04-01
2007.0,5.0,0.4754996829562717,2007-05-01
2007.0,6.0,0.3854158189561631,2007-06-01
2007.0,7.0,0.1863965988159179,2007-07-01
2007.0,8.0,0.602274152967665,2007-08-01
2007.0,9.0,0.2205608553356594,2007-09-01
2007.0,10.0,0.336679458618164,2007-10-01
2007.0,11.0,0.2640897168053521,2007-11-01
2007.0,12.0,0.132767809761895,2007-12-01
2008.0,1.0,0.3376588291592068,2008-01-01
2008.0,2.0,0.5362531344095866,2008-02-01
2008.0,3.0,0.2432916164398193,2008-03-01
2008.0,4.0,0.3404153982798258,2008-04-01
2008.0,5.0,0.5889948738945855,2008-05-01
2008.0,6.0,0.5226087040371366,2008-06-01
2008.0,7.0,0.3270280626085069,2008-07-01
2008.0,8.0,0.4040000438690185,2008-08-01
2008.0,9.0,0.5163773960537381,2008-09-01
2008.0,10.0,0.1888846158981323,2008-10-01
2008.0,11.0,0.2614105807410346,2008-11-01
2008.0,12.0,0.3439624044630263,2008-12-01
2009.0,1.0,0.4213403065999349,2009-01-01
2009.0,2.0,0.629030810462104,2009-02-01
2009.0,3.0,0.3592634730868869,2009-03-01
2009.0,4.0,0.5386255582173666,2009-04-01
2009.0,5.0,0.4474807845221625,2009-05-01
2009.0,6.0,0.082347744041019,2009-06-01
2009.0,7.0,0.1781276729371812,2009-07-01
2009.0,8.0,0.35930421617296,2009-08-01
2009.0,9.0,0.3832757208082411,2009-09-01
2009.0,10.0,0.338304943508572,2009-10-01
2009.0,11.0,0.3334017594655354,2009-11-01
2009.0,12.0,0.7198780377705892,2009-12-01
2010.0,1.0,0.7290494706895616,2010-01-01
2010.0,2.0,0.4643259048461914,2010-02-01
2010.0,3.0,0.2241489622328016,2010-03-01
2010.0,4.0,0.2477650112575954,2010-04-01
2010.0,5.0,0.5157750447591146,2010-05-01
2010.0,6.0,0.4619062211778428,2010-06-01
2010.0,7.0,0.5010621282789443,2010-07-01
2010.0,8.0,0.4473776817321777,2010-08-01
2010.0,9.0,0.3682536284128825,2010-09-01
2010.0,10.0,0.4310265647040473,2010-10-01
2010.0,11.0,0.4887561798095703,2010-11-01
2010.0,12.0,0.3756495581732856,2010-12-01
2011.0,1.0,0.4229040675693088,2011-01-01
2011.0,2.0,0.5372511545817057,2011-02-01
2011.0,3.0,0.480981985727946,2011-03-01
2011.0,4.0,0.5149410035875108,2011-04-01
2011.0,5.0,0.2883160909016927,2011-05-01
2011.0,6.0,0.212802701526218,2011-06-01
2011.0,7.0,0.213073280122545,2011-07-01
2011.0,8.0,0.3766636583540175,2011-08-01
2011.0,9.0,0.5488235155741373,2011-09-01
2011.0,10.0,0.2576429314083523,2011-10-01
2011.0,11.0,0.2637530167897542,2011-11-01
2011.0,12.0,0.3171771102481418,2011-12-01
2012.0,1.0,0.3829925855000813,2012-01-01
2012.0,2.0,0.220577942000495,2012-02-01
2012.0,3.0,0.4324516455332438,2012-03-01
2012.0,4.0,0.3150704171922471,2012-04-01
2012.0,5.0,0.6764533784654405,2012-05-01
2012.0,6.0,0.4987559848361545,2012-06-01
2012.0,7.0,0.3571115334828694,2012-07-01
2012.0,8.0,0.4092783663007948,2012-08-01
