,Month,tmean_f
421,February,66.83269585503473
422,March,67.47928331163195
423,April,68.63511555989584
424,May,68.8736328125
425,June,70.15777452256944
426,July,71.30566677517362
427,August,71.80523546006944
428,September,71.50570203993055
429,October,70.77096354166667
430,November,69.38607584635417
431,December,67.98770345052084
432,January,66.976416015625
