Year,Month,Day,RF_in
2026,3,31,0.2444446523082427
2026,4,1,0.0432791142289204
2026,4,2,0.0767062736253265
2026,4,3,0.0919091408867811
2026,4,4,0.0010791621091135
2026,4,5,0.0002329262519611
2026,4,6,0.0017760315113677
2026,4,7,1.081797541043669
2026,4,8,0.2871431118363084
2026,4,9,0.0024557549846343
2026,4,10,0.0276625714074577
2026,4,11,0.2190682577722434
2026,4,12,0.0352577635291109
2026,4,13,0.0022797658521856
2026,4,14,0.0008404433672049
2026,4,15,0.0
2026,4,16,0.0008300240805106
2026,4,17,0.0019250467122843
2026,4,18,0.0487662046360936
2026,4,19,0.1437504791782762
2026,4,20,0.079212754122799
2026,4,21,0.04454222692831516
