,Year,Month,Temp
0,1990.0,1.0,63.76126030815972
1,1990.0,2.0,61.19080946180556
2,1990.0,3.0,61.58142903645833
3,1990.0,4.0,63.758875868055554
4,1990.0,5.0,64.83270670572917
5,1990.0,6.0,67.11895073784723
6,1990.0,7.0,67.61816677517362
7,1990.0,8.0,68.95588650173612
8,1990.0,9.0,69.59697808159723
9,1990.0,10.0,68.40103352864583
10,1990.0,11.0,67.50292697482638
11,1990.0,12.0,64.3539794921875
12,1991.0,1.0,61.57938910590278
13,1991.0,2.0,62.56764051649306
14,1991.0,3.0,62.7243408203125
15,1991.0,4.0,63.65770399305556
16,1991.0,5.0,65.05917426215278
17,1991.0,6.0,66.00224066840278
18,1991.0,7.0,67.6706787109375
19,1991.0,8.0,69.53307834201388
20,1991.0,9.0,68.82449001736111
21,1991.0,10.0,67.59988335503473
22,1991.0,11.0,67.34517686631943
23,1991.0,12.0,65.56165364583333
24,1992.0,1.0,61.5368408203125
25,1992.0,2.0,61.926426866319446
26,1992.0,3.0,62.14527180989583
27,1992.0,4.0,63.180636935763886
28,1992.0,5.0,66.06713324652779
29,1992.0,6.0,68.15833875868056
30,1992.0,7.0,69.18467610677084
31,1992.0,8.0,70.39177517361111
32,1992.0,9.0,70.3686279296875
33,1992.0,10.0,68.65747612847223
34,1992.0,11.0,67.22781032986111
35,1992.0,12.0,66.16390787760417
36,1993.0,1.0,60.704809570312506
37,1993.0,2.0,60.12298448350694
38,1993.0,3.0,61.60543891059028
39,1993.0,4.0,65.22446560329861
40,1993.0,5.0,65.24444173177083
41,1993.0,6.0,67.76709255642362
42,1993.0,7.0,69.14609646267361
43,1993.0,8.0,69.63358561197917
44,1993.0,9.0,69.20333116319445
45,1993.0,10.0,67.75458984375001
46,1993.0,11.0,65.35321994357639
47,1993.0,12.0,63.65219997829861
48,1994.0,1.0,61.032557508680554
49,1994.0,2.0,63.55638834635417
50,1994.0,3.0,62.61660698784722
51,1994.0,4.0,64.10701226128472
52,1994.0,5.0,65.72416178385417
53,1994.0,6.0,67.51610243055556
54,1994.0,7.0,69.71654459635417
55,1994.0,8.0,70.4637451171875
56,1994.0,9.0,70.28350423177083
57,1994.0,10.0,68.45037706163194
58,1994.0,11.0,67.52373318142361
59,1994.0,12.0,63.8976318359375
60,1995.0,1.0,61.787326388888886
61,1995.0,2.0,61.48014865451388
62,1995.0,3.0,63.358547634548614
63,1995.0,4.0,64.27577311197916
64,1995.0,5.0,65.33224283854167
65,1995.0,6.0,67.50165744357639
66,1995.0,7.0,69.24616427951389
67,1995.0,8.0,69.00531684027777
68,1995.0,9.0,68.34767795138889
