,Month,NDVI
294,October,0.64606362802011
295,November,0.7082831300335166
296,December,0.7568587314935378
297,January,0.7316421697169174
298,February,0.7087121186433015
299,March,0.6112434481397088
300,April,0.6941911673840181
301,May,0.5382103625638985
302,June,0.5607965728383005
303,July,0.5711793781798563
304,August,0.4057188622745467
305,September,0.6845316945770641
