Year,Month,Day,RF_in
2026,3,31,0.1363591664824991
2026,4,1,0.0334456243447338
2026,4,2,0.1381231459837051
2026,4,3,0.079189451463695
2026,4,4,0.0
2026,4,5,0.0011598223718387
2026,4,6,0.0036987287722165
2026,4,7,4.214014806308934
2026,4,8,0.304300332887534
2026,4,9,0.0422837479974155
2026,4,10,0.8517779712486027
2026,4,11,0.1755310604451082
2026,4,12,0.0011926850598604
2026,4,13,0.0136981488340297
2026,4,14,0.0006694316029652
2026,4,15,9.554676125623678e-05
2026,4,16,0.0051511966812491
2026,4,17,0.0003893068073858
2026,4,18,0.0243468408370442
2026,4,19,0.0860647322242271
2026,4,20,0.0715083414001553
2026,4,21,0.014083913664225877
