,Month,tmean_f
421,February,72.44635145399306
422,March,73.72996419270834
423,April,74.66207411024305
424,May,75.57778049045139
425,June,76.89399685329862
426,July,77.79949544270833
427,August,78.75118272569443
428,September,78.56629231770833
429,October,77.58164605034722
430,November,75.51792805989584
431,December,73.88911132812501
432,January,71.82774251302084
