Year,Month,Day,RF_in
2026,3,1,0.0372124515539751
2026,3,2,0.0
2026,3,3,0.0137077792110092
2026,3,4,0.0
2026,3,5,0.0008184473867074
2026,3,6,0.0002789747973416
2026,3,7,0.0009632504019964
2026,3,8,0.000163364615514
2026,3,9,0.0004937142478465
2026,3,10,0.194970493681915
2026,3,11,2.4331761454080394
2026,3,12,1.9161519469354529
2026,3,13,5.380398006889764
2026,3,14,1.2522274539087563
2026,3,15,0.0046688026805724
2026,3,16,5.798236721978308e-07
2026,3,17,0.1612546662495367
2026,3,18,0.0007700678488018
2026,3,20,5.034992777595509
2026,3,21,0.4222420653228894
2026,3,22,0.0270372629745066
2026,3,23,0.1216079505734255
2026,3,24,0.0078527584615481
2026,3,27,0.0522100931239728
2026,3,28,0.0250568447370761
2026,3,29,0.0020009233477141
2026,3,30,0.005034585498310311
