oldMonth,oldNDVI,Month,NDVI
January,0.5160758293999566,November,0.4712454948896243
February,0.5336584086477021,December,0.5322342738398799
March,0.5040232924473138,January,0.5160758293999566
April,0.4261707295040119,February,0.5336584086477021
May,0.40373967561060653,March,0.5040232924473138
June,0.36686844567627647,April,0.4261707295040119
July,0.36857258922580527,May,0.40373967561060653
August,0.3392233047050628,June,0.36686844567627647
September,0.34239279057791655,July,0.36857258922580527
October,0.3980669065078779,August,0.3392233047050628
November,0.4712454948896243,September,0.34239279057791655
December,0.5322342738398799,October,0.3980669065078779
