,Year,Month,NDVI,datetime
0,2000.0,2.0,0.561958024691358,2000-02-01
1,2000.0,3.0,0.4751283950617285,2000-03-01
2,2000.0,4.0,0.4371450617283951,2000-04-01
3,2000.0,5.0,0.4429265432098767,2000-05-01
4,2000.0,6.0,0.3494864197530865,2000-06-01
5,2000.0,7.0,0.4086203703703703,2000-07-01
6,2000.0,8.0,0.3956092592592592,2000-08-01
7,2000.0,9.0,0.5339203703703704,2000-09-01
8,2000.0,10.0,0.5498123456790124,2000-10-01
9,2000.0,11.0,0.7270753086419754,2000-11-01
10,2000.0,12.0,0.7309907407407407,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.592974074074074,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.3635617283950618,2001-05-01
16,2001.0,6.0,0.4763271604938272,2001-06-01
17,2001.0,7.0,0.4004135802469136,2001-07-01
18,2001.0,8.0,0.3756197530864198,2001-08-01
19,2001.0,9.0,0.3819185185185185,2001-09-01
20,2001.0,10.0,0.4416,2001-10-01
21,2001.0,11.0,0.5804543209876543,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.622711111111111,2002-03-01
26,2002.0,4.0,0.5453493827160494,2002-04-01
27,2002.0,5.0,0.5858753086419753,2002-05-01
28,2002.0,6.0,0.5039833333333333,2002-06-01
29,2002.0,7.0,0.3865302469135802,2002-07-01
30,2002.0,8.0,0.4624524691358025,2002-08-01
31,2002.0,9.0,0.5282283950617285,2002-09-01
32,2002.0,10.0,0.7676074074074074,2002-10-01
33,2002.0,11.0,0.7990722222222224,2002-11-01
34,2002.0,12.0,0.6863672839506173,2002-12-01
35,2003.0,1.0,0.6131740740740741,2003-01-01
36,2003.0,2.0,0.7131623456790124,2003-02-01
37,2003.0,3.0,0.5284413580246914,2003-03-01
38,2003.0,4.0,0.5196092592592593,2003-04-01
39,2003.0,5.0,0.4638296296296296,2003-05-01
40,2003.0,6.0,0.4743092592592593,2003-06-01
41,2003.0,7.0,0.4072382716049382,2003-07-01
42,2003.0,8.0,0.3901833333333334,2003-08-01
43,2003.0,9.0,0.5859246913580246,2003-09-01
44,2003.0,10.0,0.4452851851851852,2003-10-01
45,2003.0,11.0,0.5009839506172838,2003-11-01
46,2003.0,12.0,0.6217191358024692,2003-12-01
47,2004.0,1.0,0.691125925925926,2004-01-01
48,2004.0,2.0,0.7163827160493829,2004-02-01
49,2004.0,3.0,0.7484314814814815,2004-03-01
50,2004.0,4.0,0.6906574074074074,2004-04-01
51,2004.0,5.0,0.7079641975308641,2004-05-01
52,2004.0,6.0,0.5295524691358026,2004-06-01
53,2004.0,7.0,0.5515617283950618,2004-07-01
54,2004.0,8.0,0.6089833333333334,2004-08-01
55,2004.0,9.0,0.6298246913580248,2004-09-01
56,2004.0,10.0,0.5245074074074074,2004-10-01
57,2004.0,11.0,0.7806567901234568,2004-11-01
58,2004.0,12.0,0.8046962962962964,2004-12-01
59,2005.0,1.0,0.7891253086419754,2005-01-01
60,2005.0,2.0,0.7966037037037039,2005-02-01
61,2005.0,3.0,0.7649333333333335,2005-03-01
62,2005.0,4.0,0.573596913580247,2005-04-01
63,2005.0,5.0,0.5802901234567902,2005-05-01
64,2005.0,6.0,0.506167901234568,2005-06-01
65,2005.0,7.0,0.4900771604938271,2005-07-01
66,2005.0,8.0,0.4484111111111111,2005-08-01
67,2005.0,9.0,0.622737037037037,2005-09-01
68,2005.0,10.0,0.5817629629629629,2005-10-01
69,2005.0,11.0,0.6134987654320987,2005-11-01
70,2005.0,12.0,0.7085950617283951,2005-12-01
71,2006.0,1.0,0.6282469135802469,2006-01-01
72,2006.0,2.0,0.6594938271604938,2006-02-01
73,2006.0,3.0,0.6333833333333335,2006-03-01
74,2006.0,4.0,0.7029438271604939,2006-04-01
75,2006.0,5.0,0.6134154320987654,2006-05-01
76,2006.0,6.0,0.5558975308641976,2006-06-01
77,2006.0,7.0,0.5632567901234568,2006-07-01
78,2006.0,8.0,0.4795672839506173,2006-08-01
79,2006.0,9.0,0.4524432098765432,2006-09-01
80,2006.0,10.0,0.5878419753086419,2006-10-01
81,2006.0,11.0,0.8166993827160495,2006-11-01
82,2006.0,12.0,0.7200314814814814,2006-12-01
83,2007.0,1.0,0.7023759259259259,2007-01-01
84,2007.0,2.0,0.6998604938271605,2007-02-01
85,2007.0,3.0,0.6646796296296297,2007-03-01
86,2007.0,4.0,0.5700018518518518,2007-04-01
87,2007.0,5.0,0.6459561728395062,2007-05-01
88,2007.0,6.0,0.5558530864197532,2007-06-01
89,2007.0,7.0,0.5131506172839506,2007-07-01
90,2007.0,8.0,0.4897635802469136,2007-08-01
91,2007.0,9.0,0.4130790123456789,2007-09-01
92,2007.0,10.0,0.4755456790123457,2007-10-01
93,2007.0,11.0,0.611346913580247,2007-11-01
94,2007.0,12.0,0.7626734567901234,2007-12-01
95,2008.0,1.0,0.7353240740740742,2008-01-01
96,2008.0,2.0,0.6406370370370371,2008-02-01
97,2008.0,3.0,0.5884228395061728,2008-03-01
98,2008.0,4.0,0.4201376543209877,2008-04-01
99,2008.0,5.0,0.5803413580246914,2008-05-01
100,2008.0,6.0,0.5412975308641975,2008-06-01
101,2008.0,7.0,0.570787037037037,2008-07-01
102,2008.0,8.0,0.5367246913580247,2008-08-01
103,2008.0,9.0,0.4747222222222222,2008-09-01
104,2008.0,10.0,0.424541975308642,2008-10-01
105,2008.0,11.0,0.7286839506172842,2008-11-01
106,2008.0,12.0,0.7270499999999999,2008-12-01
107,2009.0,1.0,0.7604425925925926,2009-01-01
108,2009.0,2.0,0.6259277777777777,2009-02-01
109,2009.0,3.0,0.6253617283950618,2009-03-01
110,2009.0,4.0,0.5982518518518518,2009-04-01
111,2009.0,5.0,0.5483925925925927,2009-05-01
112,2009.0,6.0,0.5308777777777778,2009-06-01
113,2009.0,7.0,0.4447543209876544,2009-07-01
114,2009.0,8.0,0.5229160493827161,2009-08-01
115,2009.0,9.0,0.5132555555555555,2009-09-01
116,2009.0,10.0,0.5872691358024692,2009-10-01
117,2009.0,11.0,0.6665438271604939,2009-11-01
118,2009.0,12.0,0.6848598765432099,2009-12-01
119,2010.0,1.0,0.663422839506173,2010-01-01
120,2010.0,2.0,0.6546456790123457,2010-02-01
121,2010.0,3.0,0.6018302469135802,2010-03-01
122,2010.0,4.0,0.5337728395061728,2010-04-01
123,2010.0,5.0,0.5969493827160494,2010-05-01
124,2010.0,6.0,0.3919858024691359,2010-06-01
125,2010.0,7.0,0.4087925925925927,2010-07-01
126,2010.0,8.0,0.4191024691358024,2010-08-01
127,2010.0,9.0,0.4583901234567902,2010-09-01
128,2010.0,10.0,0.4713024691358023,2010-10-01
129,2010.0,11.0,0.5330524691358025,2010-11-01
130,2010.0,12.0,0.7343604938271605,2010-12-01
131,2011.0,1.0,0.7658228395061727,2011-01-01
132,2011.0,2.0,0.7364537037037037,2011-02-01
133,2011.0,3.0,0.6739216049382717,2011-03-01
134,2011.0,4.0,0.6264530864197531,2011-04-01
135,2011.0,5.0,0.6199117283950618,2011-05-01
136,2011.0,6.0,0.653620987654321,2011-06-01
137,2011.0,7.0,0.5463376543209876,2011-07-01
138,2011.0,8.0,0.4388216049382715,2011-08-01
139,2011.0,9.0,0.4887382716049382,2011-09-01
140,2011.0,10.0,0.3680135802469136,2011-10-01
141,2011.0,11.0,0.5271475308641977,2011-11-01
142,2011.0,12.0,0.4840932098765432,2011-12-01
143,2012.0,1.0,0.4751654320987655,2012-01-01
144,2012.0,2.0,0.5280944444444445,2012-02-01
145,2012.0,3.0,0.7613561728395062,2012-03-01
146,2012.0,4.0,0.5676395061728395,2012-04-01
147,2012.0,5.0,0.3894030864197531,2012-05-01
