,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,10.63300483124876,SEL,11,7.83372959986595,2.489959310370492,-2.7992752313828104,-8.143045520878267,61.769157023798314,62.51070053234996,60.8931396484375
1,1,10.63300483124876,WEL,15,10.661443864158548,1.7071708233465177,0.028439032909787443,-8.925834007902242,61.769157023798314,61.925384298350274,60.545329261181095
2,1,10.63300483124876,NUT,20,13.388110876060196,4.19303062648853,2.755106044811436,-6.43997420476023,61.769157023798314,61.11608076527931,59.19500054253473
3,1,10.63300483124876,WLA,19,9.453436168345439,0.4655934316465108,-1.1795686629033213,-10.16741139960225,61.769157023798314,62.27464747448226,60.57150127490311
4,1,10.63300483124876,SLA,10,10.400517406298606,2.510938980934675,-0.23248742495015406,-8.122065850314085,61.769157023798314,60.484883685300034,59.39978526721757
5,2,8.288927531632513,SEL,10,5.560188650192598,1.7889842762710215,-2.7287388814399156,-6.499943255361492,61.09312642979112,60.890059231066765,59.36505805121528
6,2,8.288927531632513,WEL,9,9.012824180977727,0.9749870489414736,0.7238966493452139,-7.31394048269104,61.09312642979112,59.95150342050698,58.418674045138886
7,2,8.288927531632513,NUT,29,8.934785072579155,2.155137305427968,0.6458575409466416,-6.133790226204545,61.09312642979112,61.28870600739215,58.85929904513889
8,2,8.288927531632513,WLA,19,9.165902716222059,1.6238403616974093,0.8769751845895453,-6.665087169935104,61.09312642979112,61.000674700897186,59.14691875269522
9,2,8.288927531632513,SLA,8,6.4614177535872805,1.0655562314693303,-1.8275097780452327,-7.223371300163183,61.09312642979112,61.7986733801911,60.2292013509073
10,3,10.487171184245234,SEL,8,5.2585650607472765,0.4124757283350649,-5.228606123497958,-10.074695455910168,61.43073273593951,61.52691952573565,61.09058973524306
11,3,10.487171184245234,WEL,5,10.820332150863955,5.168855507102411,0.3331609666187205,-5.318315677142823,61.43073273593951,60.576151887715206,60.164678276909726
12,3,10.487171184245234,NUT,39,12.401565775509114,1.882197603581888,1.9143945912638802,-8.604973580663346,61.43073273593951,61.48371306963254,60.00358072916666
13,3,10.487171184245234,WLA,20,9.265426070601851,1.0410038060021145,-1.221745113643383,-9.44616737824312,61.43073273593951,61.41889450284168,59.24403384411343
14,3,10.487171184245234,SLA,3,7.132690307067375,0.943227467389059,-3.354480877177859,-9.543943716856175,61.43073273593951,62.827444779624365,62.827444779624365
15,4,7.319028514266142,SEL,2,4.80853769282529,3.5652908973400894,-2.510490821440852,-3.7537376169260526,62.57396081691477,61.92628038194445,61.92628038194445
16,4,7.319028514266142,WEL,12,6.48017852398532,2.828072123037572,-0.8388499902808224,-4.49095639122857,62.57396081691477,62.76420055065095,60.182682291666666
17,4,7.319028514266142,NUT,43,7.251284143999802,1.0346196485096482,-0.06774437026633962,-6.284408865756494,62.57396081691477,62.584604237564754,60.73264597407199
18,4,7.319028514266142,WLA,16,8.288914525087065,0.0038327236292347,0.9698860108209235,-7.315195790636907,62.57396081691477,62.29410087047702,60.46307237413194
19,4,7.319028514266142,SLA,2,8.560035151550881,0.9511324902068448,1.2410066372847393,-6.367896024059297,62.57396081691477,63.53585069444445,63.53585069444445
20,5,5.402156535174856,SEL,2,7.574739023236245,5.637908339257072,2.172582488061389,0.23575180408221552,64.2262773021525,64.15621473524305,64.15621473524305
21,5,5.402156535174856,WEL,13,6.452723909874347,1.3832838834056336,1.050567374699491,-4.018872651769223,64.2262773021525,63.036531581126226,61.33088921440972
22,5,5.402156535174856,NUT,44,5.288155804002197,1.4476318003381088,-0.11400073117265919,-3.954524734836747,64.2262773021525,64.43801077435155,61.86432648140156
23,5,5.402156535174856,WLA,14,4.656536429311354,0.9035839853243172,-0.7456201058635026,-4.498572549850539,64.2262773021525,64.3954093642852,63.46883341380086
24,5,5.402156535174856,SLA,2,4.1282429384098265,2.170028056117552,-1.2739135967650297,-3.2321284790573044,64.2262773021525,64.52953830295138,64.52953830295138
25,6,4.966799808902981,SEL,3,6.9776888963821655,4.721865278992904,2.0108890874791845,-0.24493452991007736,65.88506783747789,65.84120005667165,65.61807454427083
26,6,4.966799808902981,WEL,14,5.270800254718052,1.6536630397057572,0.30400044581507135,-3.3131367691972238,65.88506783747789,67.00328316239136,64.28974609375
27,6,4.966799808902981,NUT,43,5.31903103606009,0.6091111610451906,0.35223122715710886,-4.35768864785779,65.88506783747789,65.79995651492032,64.26432020399305
28,6,4.966799808902981,WLA,13,3.4820818752552927,1.3907392265799674,-1.4847179336476883,-3.576060582323014,65.88506783747789,65.41657703814603,65.01947018016753
29,6,4.966799808902981,SLA,2,2.0762738553893874,2.067702115306333,-2.8905259535135936,-2.899097693596648,65.88506783747789,,
30,7,4.59405115385183,SEL,6,4.543186594541351,2.3289211922511424,-0.05086455931047951,-2.265129961600688,67.00538238460037,68.19103368155766,67.36687825520833
31,7,4.59405115385183,WEL,10,5.03230882082665,1.4141276706188637,0.4382576669748195,-3.1799234832329666,67.00538238460037,67.05506932170982,66.48043348524305
32,7,4.59405115385183,NUT,43,4.849367826783381,1.4408222301205404,0.255316672931551,-3.15322892373129,67.00538238460037,67.04961999279224,65.29041615364744
33,7,4.59405115385183,WLA,13,3.65024890838757,1.4795553170871003,-0.9438022454642603,-3.11449583676473,67.00538238460037,66.4148360975048,65.28008998687409
34,7,4.59405115385183,SLA,2,3.2007626243985126,2.525819289136168,-1.3932885294533177,-2.068231864715662,67.00538238460037,,
35,8,4.628058761591828,SEL,8,5.297208400165257,2.2702600407370954,0.6691496385734288,-2.3577987208547326,67.58198686860074,68.25150610846548,67.31183810763889
36,8,4.628058761591828,WEL,12,6.020597898737232,1.835237615968577,1.3925391371454037,-2.7928211456232512,67.58198686860074,68.06492328226182,67.74252115885417
37,8,4.628058761591828,NUT,34,4.549711900129875,1.329065061257534,-0.07834686146195313,-3.298993700334294,67.58198686860074,67.60695450614614,66.30702424221799
38,8,4.628058761591828,WLA,15,3.8856733145444493,1.7059644786426436,-0.7423854470473787,-2.9220942829491845,67.58198686860074,67.31595708657925,66.34309895833334
