Year,Month,tmean_f,datetime,Temp
1990.0,1.0,61.72200520833333,1990-01-01,
1990.0,2.0,59.15118815104167,1990-02-01,
1990.0,3.0,60.62938910590277,1990-03-01,
1990.0,4.0,63.320003255208334,1990-04-01,
1990.0,5.0,63.207524956597226,1990-05-01,
1990.0,6.0,66.01140679253473,1990-06-01,
1990.0,7.0,66.08946126302084,1990-07-01,
1990.0,8.0,67.48530273437501,1990-08-01,
1990.0,9.0,67.52977973090277,1990-09-01,
1990.0,10.0,66.01376410590278,1990-10-01,
1990.0,11.0,65.30548231336806,1990-11-01,
1990.0,12.0,61.77483723958333,1990-12-01,
1991.0,1.0,60.97935384114584,1991-01-01,
1991.0,2.0,61.72285698784722,1991-02-01,
1991.0,3.0,60.0382080078125,1991-03-01,
1991.0,4.0,62.45977918836806,1991-04-01,
1991.0,5.0,63.45892469618056,1991-05-01,
1991.0,6.0,64.3023681640625,1991-06-01,
1991.0,7.0,66.55348036024306,1991-07-01,
1991.0,8.0,67.85712890625001,1991-08-01,
1991.0,9.0,67.06548394097223,1991-09-01,
1991.0,10.0,65.92315266927083,1991-10-01,
1991.0,11.0,66.48740776909722,1991-11-01,
1991.0,12.0,63.00616319444445,1991-12-01,
1992.0,1.0,60.83397623697917,1992-01-01,
1992.0,2.0,60.77424858940972,1992-02-01,
1992.0,3.0,61.06688368055556,1992-03-01,
1992.0,4.0,62.02207302517361,1992-04-01,
1992.0,5.0,64.22752549913194,1992-05-01,
1992.0,6.0,65.33740776909723,1992-06-01,
1992.0,7.0,65.90186360677083,1992-07-01,
1992.0,8.0,67.05806206597222,1992-08-01,
1992.0,9.0,67.42436794704861,1992-09-01,
1992.0,10.0,66.497705078125,1992-10-01,
1992.0,11.0,64.77422417534723,1992-11-01,
1992.0,12.0,63.38379720052083,1992-12-01,
1993.0,1.0,59.408818901909726,1993-01-01,
1993.0,2.0,59.09420572916667,1993-02-01,
1993.0,3.0,59.94573567708333,1993-03-01,
1993.0,4.0,62.3391845703125,1993-04-01,
1993.0,5.0,62.45906846788195,1993-05-01,
1993.0,6.0,64.87518446180556,1993-06-01,
1993.0,7.0,65.79562717013889,1993-07-01,
1993.0,8.0,67.16473253038194,1993-08-01,
1993.0,9.0,66.98741048177084,1993-09-01,
1993.0,10.0,65.46831597222223,1993-10-01,
1993.0,11.0,62.7585205078125,1993-11-01,
1993.0,12.0,61.95756022135417,1993-12-01,
1994.0,1.0,59.82042914496528,1994-01-01,
1994.0,2.0,61.54476453993056,1994-02-01,
1994.0,3.0,60.3247314453125,1994-03-01,
1994.0,4.0,61.46362847222223,1994-04-01,
1994.0,5.0,63.55870768229167,1994-05-01,
1994.0,6.0,64.78400065104167,1994-06-01,
1994.0,7.0,68.17161187065972,1994-07-01,
1994.0,8.0,67.99842393663195,1994-08-01,
1994.0,9.0,67.88555772569444,1994-09-01,
1994.0,10.0,65.915625,1994-10-01,
1994.0,11.0,63.92777777777778,1994-11-01,
1994.0,12.0,61.35096842447916,1994-12-01,
1995.0,1.0,62.35641547309028,1995-01-01,
1995.0,2.0,60.78841417100695,1995-02-01,
1995.0,3.0,62.26731228298611,1995-03-01,
1995.0,4.0,61.76599934895833,1995-04-01,
1995.0,5.0,63.63426649305556,1995-05-01,
1995.0,6.0,65.51488715277777,1995-06-01,
1995.0,7.0,66.60429958767361,1995-07-01,
1995.0,8.0,66.83003472222222,1995-08-01,
1995.0,9.0,66.8956271701389,1995-09-01,
1995.0,10.0,65.8573486328125,1995-10-01,
1995.0,11.0,66.0327392578125,1995-11-01,
1995.0,12.0,64.88788519965277,1995-12-01,
1996.0,1.0,63.295269097222224,1996-01-01,
1996.0,2.0,60.42819824218751,1996-02-01,
1996.0,3.0,60.4224365234375,1996-03-01,
1996.0,4.0,64.30799967447916,1996-04-01,
1996.0,5.0,65.22007378472222,1996-05-01,
1996.0,6.0,66.63659396701388,1996-06-01,
1996.0,7.0,67.32379557291667,1996-07-01,
1996.0,8.0,68.04337836371528,1996-08-01,
1996.0,9.0,67.3023681640625,1996-09-01,
1996.0,10.0,67.79239908854167,1996-10-01,
1996.0,11.0,65.328515625,1996-11-01,
1996.0,12.0,61.934765625,1996-12-01,
1997.0,1.0,62.15175509982639,1997-01-01,
1997.0,2.0,61.59015842013889,1997-02-01,
1997.0,3.0,62.2820068359375,1997-03-01,
1997.0,4.0,62.903407118055554,1997-04-01,
1997.0,5.0,62.908100043402776,1997-05-01,
1997.0,6.0,65.62118326822917,1997-06-01,
1997.0,7.0,66.90974663628472,1997-07-01,
1997.0,8.0,67.43921169704862,1997-08-01,
1997.0,9.0,67.21096462673611,1997-09-01,
1997.0,10.0,65.9518283420139,1997-10-01,
1997.0,11.0,63.81429578993056,1997-11-01,
1997.0,12.0,60.71168348524306,1997-12-01,
1998.0,1.0,61.60301378038194,1998-01-01,
1998.0,2.0,61.61634928385416,1998-02-01,
1998.0,3.0,61.52286783854167,1998-03-01,
1998.0,4.0,60.31259223090278,1998-04-01,
1998.0,5.0,61.36157769097223,1998-05-01,
1998.0,6.0,64.1607421875,1998-06-01,
1998.0,7.0,66.65347493489583,1998-07-01,
1998.0,8.0,67.06157769097223,1998-08-01,
1998.0,9.0,65.69014756944443,1998-09-01,
1998.0,10.0,65.923583984375,1998-10-01,
1998.0,11.0,64.14074164496529,1998-11-01,
1998.0,12.0,61.78501519097222,1998-12-01,
1999.0,1.0,61.40824381510417,1999-01-01,
1999.0,2.0,60.07515733506945,1999-02-01,
1999.0,3.0,60.6787109375,1999-03-01,
1999.0,4.0,61.093847656250006,1999-04-01,
1999.0,5.0,63.62831759982639,1999-05-01,
1999.0,6.0,64.8871826171875,1999-06-01,
1999.0,7.0,65.29383409288195,1999-07-01,
1999.0,8.0,66.08007269965277,1999-08-01,
1999.0,9.0,64.60829535590278,1999-09-01,
1999.0,10.0,64.9607177734375,1999-10-01,
1999.0,11.0,63.35585123697916,1999-11-01,
1999.0,12.0,61.783441840277774,1999-12-01,
2000.0,1.0,59.35311686197917,2000-01-01,
2000.0,2.0,62.56176486545139,2000-02-01,
2000.0,3.0,61.69376356336805,2000-03-01,
2000.0,4.0,61.13215060763889,2000-04-01,
2000.0,5.0,64.25318739149306,2000-05-01,
2000.0,6.0,65.08066948784722,2000-06-01,
2000.0,7.0,66.31276312934028,2000-07-01,
2000.0,8.0,66.90738118489583,2000-08-01,
2000.0,9.0,66.2825900607639,2000-09-01,
2000.0,10.0,65.92035861545139,2000-10-01,
2000.0,11.0,64.2782958984375,2000-11-01,
2000.0,12.0,63.13483615451389,2000-12-01,
2001.0,1.0,63.163151041666666,2001-01-01,
2001.0,2.0,60.74269748263889,2001-02-01,
2001.0,3.0,60.65075412326389,2001-03-01,
2001.0,4.0,61.69377712673611,2001-04-01,
2001.0,5.0,62.91777886284723,2001-05-01,
2001.0,6.0,64.70400119357639,2001-06-01,
2001.0,7.0,66.35426703559028,2001-07-01,
2001.0,8.0,67.60817599826389,2001-08-01,
2001.0,9.0,66.90829535590278,2001-09-01,
2001.0,10.0,65.39247233072916,2001-10-01,
2001.0,11.0,65.97985026041667,2001-11-01,
2001.0,12.0,62.85297580295139,2001-12-01,
2002.0,1.0,61.7415771484375,2002-01-01,
2002.0,2.0,60.34698350694444,2002-02-01,
2002.0,3.0,61.340359157986114,2002-03-01,
2002.0,4.0,63.39281412760417,2002-04-01,
2002.0,5.0,64.99555392795139,2002-05-01,
2002.0,6.0,66.28792588975695,2002-06-01,
2002.0,7.0,67.19032389322916,2002-07-01,
2002.0,8.0,67.59950086805556,2002-08-01,
2002.0,9.0,66.12459581163193,2002-09-01,
2002.0,10.0,66.32630750868056,2002-10-01,
2002.0,11.0,64.94889051649307,2002-11-01,
2002.0,12.0,63.00301106770833,2002-12-01,
2003.0,1.0,61.34172092013888,2003-01-01,
2003.0,2.0,60.73555501302084,2003-02-01,
2003.0,3.0,62.8876708984375,2003-03-01,
2003.0,4.0,62.54718424479167,2003-04-01,
2003.0,5.0,65.32616373697917,2003-05-01,
2003.0,6.0,65.14659016927084,2003-06-01,
2003.0,7.0,67.17132703993056,2003-07-01,
2003.0,8.0,67.41197102864584,2003-08-01,
2003.0,9.0,67.15903591579861,2003-09-01,
2003.0,10.0,67.0180636935764,2003-10-01,
2003.0,11.0,64.17177734375,2003-11-01,
2003.0,12.0,63.07856987847222,2003-12-01,
2004.0,1.0,62.249750434027774,2004-01-01,
2004.0,2.0,63.19639756944444,2004-02-01,
2004.0,3.0,61.39576551649306,2004-03-01,
2004.0,4.0,62.33422037760417,2004-04-01,
2004.0,5.0,65.17928602430555,2004-05-01,
2004.0,6.0,66.16636827256946,2004-06-01,
2004.0,7.0,66.87340494791667,2004-07-01,
2004.0,8.0,68.43060980902777,2004-08-01,
2004.0,9.0,67.35955674913194,2004-09-01,
2004.0,10.0,66.53168402777777,2004-10-01,
2004.0,11.0,65.43881564670139,2004-11-01,
2004.0,12.0,62.636417643229166,2004-12-01,
2005.0,1.0,62.51856282552083,2005-01-01,
2005.0,2.0,61.32237955729167,2005-02-01,
2005.0,3.0,61.1281005859375,2005-03-01,
2005.0,4.0,62.73311360677083,2005-04-01,
2005.0,5.0,65.30021430121528,2005-05-01,
2005.0,6.0,65.56385091145833,2005-06-01,
2005.0,7.0,66.95684950086806,2005-07-01,
2005.0,8.0,66.93462456597223,2005-08-01,
2005.0,9.0,67.49392632378473,2005-09-01,
2005.0,10.0,65.28301323784723,2005-10-01,
2005.0,11.0,64.4022976345486,2005-11-01,
2005.0,12.0,63.62859971788194,2005-12-01,
2006.0,1.0,62.11906467013888,2006-01-01,
2006.0,2.0,59.71738009982639,2006-02-01,
2006.0,3.0,62.29512532552084,2006-03-01,
2006.0,4.0,61.04970431857639,2006-04-01,
2006.0,5.0,61.92845865885417,2006-05-01,
2006.0,6.0,65.92910970052083,2006-06-01,
2006.0,7.0,66.60293782552083,2006-07-01,
2006.0,8.0,67.30780978732639,2006-08-01,
2006.0,9.0,66.35814887152777,2006-09-01,
2006.0,10.0,66.52530653211805,2006-10-01,
2006.0,11.0,65.69970703125,2006-11-01,
2006.0,12.0,63.46817220052083,2006-12-01,
2007.0,1.0,62.3392822265625,2007-01-01,
2007.0,2.0,60.23658582899306,2007-02-01,
2007.0,3.0,62.13161349826389,2007-03-01,
2007.0,4.0,61.36681315104167,2007-04-01,
2007.0,5.0,64.21340603298611,2007-05-01,
2007.0,6.0,65.38385145399306,2007-06-01,
2007.0,7.0,66.81985405815973,2007-07-01,
2007.0,8.0,66.40881618923612,2007-08-01,
2007.0,9.0,66.06777615017361,2007-09-01,
2007.0,10.0,65.25355088975695,2007-10-01,
2007.0,11.0,64.265185546875,2007-11-01,
2007.0,12.0,61.77290310329862,2007-12-01,
2008.0,1.0,59.49870876736111,2008-01-01,
2008.0,2.0,61.09793023003472,2008-02-01,
2008.0,3.0,62.784375,2008-03-01,
2008.0,4.0,62.28622233072916,2008-04-01,
2008.0,5.0,63.44401584201388,2008-05-01,
2008.0,6.0,65.30592719184028,2008-06-01,
2008.0,7.0,66.20874565972223,2008-07-01,
2008.0,8.0,66.211181640625,2008-08-01,
2008.0,9.0,65.24266764322917,2008-09-01,
2008.0,10.0,65.396630859375,2008-10-01,
2008.0,11.0,64.20148111979167,2008-11-01,
2008.0,12.0,62.61756456163195,2008-12-01,
2009.0,1.0,60.44788411458333,2009-01-01,
2009.0,2.0,59.02960069444444,2009-02-01,
2009.0,3.0,59.0594970703125,2009-03-01,
2009.0,4.0,60.60244140625,2009-04-01,
2009.0,5.0,64.27713487413195,2009-05-01,
2009.0,6.0,66.45614963107639,2009-06-01,
2009.0,7.0,66.94516059027778,2009-07-01,
2009.0,8.0,68.19699164496528,2009-08-01,
2009.0,9.0,66.85132921006945,2009-09-01,
2009.0,10.0,67.8955539279514,2009-10-01,
2009.0,11.0,64.24229871961805,2009-11-01,
2009.0,12.0,62.94179144965278,2009-12-01,
2010.0,1.0,64.1225124782986,2010-01-01,
2010.0,2.0,60.91468098958333,2010-02-01,
2010.0,3.0,60.011683485243054,2010-03-01,
2010.0,4.0,61.919406467013886,2010-04-01,
2010.0,5.0,64.573974609375,2010-05-01,
2010.0,6.0,66.30733506944445,2010-06-01,
2010.0,7.0,65.75218641493055,2010-07-01,
2010.0,8.0,66.52845865885416,2010-08-01,
2010.0,9.0,66.26785210503473,2010-09-01,
2010.0,10.0,65.43333333333334,2010-10-01,
2010.0,11.0,63.90525987413194,2010-11-01,
2010.0,12.0,63.52243652343751,2010-12-01,
2011.0,1.0,61.51211480034722,2011-01-01,
2011.0,2.0,63.02650553385416,2011-02-01,
2011.0,3.0,62.95233018663195,2011-03-01,
2011.0,4.0,64.14377712673611,2011-04-01,
2011.0,5.0,64.62107747395834,2011-05-01,
2011.0,6.0,65.77896321614583,2011-06-01,
2011.0,7.0,65.94308539496528,2011-07-01,
2011.0,8.0,66.91505533854166,2011-08-01,
2011.0,9.0,65.88422309027777,2011-09-01,
